ts,실시간 임시 가격(원/kWh),실시간 확정 가격(원/kWh),하루전가격(원/kWh),공급능력(kW),현재 수요(kW),풍력 발전량(kW),신재생 발전량 총합(kW),공급 예비력(kW),운영 예비력(kW)
2024-03-24 21:00:00,105.24,105.24,105.24,1301000.0,636000.0,33997.7,47654.3,665000.0,367000.0
2024-03-24 22:00:00,168.97,168.68,156.31,1297000.0,675000.0,28965.9,43982.9,622000.0,323000.0
2024-03-24 23:00:00,168.8,168.68,165.27,1319000.0,701000.0,39715.7,65632.6,618000.0,319000.0
2024-03-25 00:00:00,170.36,170.24,167.94,1375000.0,727000.0,51765.6,125792.0,648000.0,355000.0
2024-03-25 01:00:00,208.14,208.14,208.14,1360000.0,779000.0,55839.5,110942.0,581000.0,284000.0
2024-03-25 02:00:00,170.08,170.24,167.94,1327000.0,795000.0,66359.4,128254.0,533000.0,242000.0
2024-03-25 03:00:00,214.28,214.66,156.2,1377000.0,798000.0,141262.0,180447.0,580000.0,301000.0
2024-03-25 04:00:00,213.96,214.66,150.87,1282000.0,826000.0,70807.5,87460.3,456000.0,173000.0
2024-03-25 05:00:00,169.01,169.01,162.11,1311000.0,762000.0,77870.7,118333.0,550000.0,314000.0
2024-03-25 06:00:00,169.71,169.71,162.33,1335000.0,771000.0,92469.5,138542.0,563000.0,310000.0
2024-03-25 07:00:00,162.39,162.39,162.39,1338000.0,776000.0,93808.6,146397.0,562000.0,313000.0
2024-03-25 08:00:00,156.2,156.2,156.2,1313000.0,791000.0,72459.9,118728.0,523000.0,272000.0
2024-03-25 09:00:00,168.22,168.22,156.2,1317000.0,816000.0,98200.2,125054.0,501000.0,256000.0
2024-03-25 10:00:00,169.49,169.49,162.11,1333000.0,831000.0,98243.7,116593.0,503000.0,250000.0
2024-03-25 11:00:00,167.57,167.57,156.21,1366000.0,821000.0,135533.0,152012.0,545000.0,293000.0
2024-03-25 12:00:00,167.57,167.57,156.15,1344000.0,803000.0,128024.0,143576.0,541000.0,286000.0
2024-03-25 13:00:00,167.57,167.57,153.07,1346000.0,778000.0,131581.0,146768.0,567000.0,312000.0
2024-03-25 14:00:00,167.57,167.57,153.02,1296000.0,759000.0,82260.4,95586.9,537000.0,286000.0
2024-03-25 15:00:00,167.57,167.57,152.89,1278000.0,721000.0,63374.0,77444.9,558000.0,307000.0
2024-03-25 16:00:00,168.04,168.92,166.45,1318000.0,684000.0,103744.0,116964.0,634000.0,379000.0
2024-03-25 17:00:00,155.75,156.93,250.73,1297000.0,655000.0,79414.8,94273.1,641000.0,346000.0
2024-03-25 18:00:00,120.11,120.11,249.71,1308000.0,626000.0,89722.1,105373.0,682000.0,385000.0
2024-03-25 19:00:00,120.24,120.24,143.35,1305000.0,614000.0,86160.4,101586.0,691000.0,395000.0
2024-03-25 20:00:00,120.24,120.24,143.35,1232000.0,622000.0,13490.8,29100.9,610000.0,314000.0
2024-03-25 21:00:00,120.24,120.24,143.35,1391000.0,650000.0,178686.0,192632.0,741000.0,445000.0
2024-03-25 22:00:00,126.78,126.78,143.35,1482000.0,721000.0,263683.0,279273.0,761000.0,503000.0
2024-03-25 23:00:00,156.13,157.13,153.24,1349000.0,703000.0,104347.0,143006.0,646000.0,388000.0
2024-03-26 00:00:00,169.09,169.09,159.51,1354000.0,747000.0,104796.0,145046.0,607000.0,349000.0
2024-03-26 01:00:00,203.29,203.29,203.29,1434000.0,705000.0,127690.0,228245.0,729000.0,472000.0
2024-03-26 02:00:00,159.51,159.51,159.51,1558000.0,697000.0,185450.0,348639.0,861000.0,465000.0
2024-03-26 03:00:00,154.11,154.11,154.11,1545000.0,662000.0,170360.0,340439.0,883000.0,488000.0
2024-03-26 04:00:00,143.35,143.35,119.5,1573000.0,685000.0,189998.0,369197.0,888000.0,614000.0
2024-03-26 05:00:00,143.35,143.35,153.92,1583000.0,688000.0,191895.0,380534.0,896000.0,624000.0
2024-03-26 06:00:00,143.35,143.35,154.1,1598000.0,698000.0,216069.0,388263.0,901000.0,622000.0
2024-03-26 07:00:00,143.55,143.55,154.1,1572000.0,716000.0,182996.0,336631.0,856000.0,665000.0
2024-03-26 08:00:00,154.11,154.11,154.11,1561000.0,752000.0,218501.0,322464.0,809000.0,620000.0
2024-03-26 09:00:00,168.94,169.02,159.51,1376000.0,783000.0,87775.2,133504.0,592000.0,414000.0
2024-03-26 10:00:00,170.12,170.2,165.9,1310000.0,855000.0,43325.6,64877.4,455000.0,271000.0
2024-03-26 11:00:00,170.12,170.2,165.9,1270000.0,863000.0,47478.6,63029.1,407000.0,217000.0
2024-03-26 12:00:00,170.2,170.2,159.51,1266000.0,854000.0,43635.4,58596.2,411000.0,222000.0
2024-03-26 13:00:00,169.07,169.07,169.72,1245000.0,831000.0,22100.6,36730.1,414000.0,227000.0
2024-03-26 14:00:00,170.98,170.27,169.72,1242000.0,817000.0,18573.8,33287.7,425000.0,244000.0
2024-03-26 15:00:00,169.07,169.07,169.72,1234000.0,779000.0,11250.6,25855.3,455000.0,271000.0
2024-03-26 16:00:00,170.96,170.96,149.86,1227000.0,747000.0,5782.52,19452.3,480000.0,300000.0
2024-03-26 17:00:00,120.59,120.59,143.75,1225000.0,722000.0,3144.46,17508.1,503000.0,324000.0
2024-03-26 18:00:00,118.5,118.5,135.94,1218000.0,717000.0,3597.29,9882.77,501000.0,324000.0
2024-03-26 19:00:00,116.57,116.57,157.02,1218000.0,713000.0,3091.16,9724.31,505000.0,331000.0
2024-03-26 20:00:00,118.5,118.5,157.02,1219000.0,722000.0,1893.44,9780.38,497000.0,320000.0
2024-03-26 21:00:00,121.18,121.18,143.75,1224000.0,750000.0,6466.56,15146.7,474000.0,356000.0
2024-03-26 22:00:00,171.0,170.96,151.82,1223000.0,755000.0,2510.34,14103.1,468000.0,369000.0
2024-03-26 23:00:00,171.11,170.96,151.81,1277000.0,652000.0,3412.12,67819.6,625000.0,406000.0
2024-03-27 00:00:00,155.71,155.71,155.71,1368000.0,644000.0,1630.85,161251.0,724000.0,381000.0
2024-03-27 01:00:00,165.47,165.47,171.91,1387000.0,617000.0,3608.79,184194.0,771000.0,377000.0
2024-03-27 02:00:00,159.69,159.69,159.69,1443000.0,611000.0,9587.92,240309.0,833000.0,442000.0
2024-03-27 03:00:00,159.29,159.29,159.29,1478000.0,583000.0,12960.2,276697.0,895000.0,475000.0
2024-03-27 04:00:00,148.03,148.03,0.0,1482000.0,606000.0,21952.2,281542.0,875000.0,458000.0
2024-03-27 05:00:00,156.6,156.6,0.0,1504000.0,584000.0,23574.3,302996.0,919000.0,495000.0
2024-03-27 06:00:00,160.09,160.09,160.09,1439000.0,710000.0,22248.7,241074.0,729000.0,339000.0
2024-03-27 07:00:00,168.71,168.71,168.71,1317000.0,720000.0,17061.9,117562.0,597000.0,210000.0
2024-03-27 08:00:00,171.24,171.24,171.24,1270000.0,717000.0,25181.5,67574.1,552000.0,366000.0
2024-03-27 09:00:00,162.83,163.14,164.81,1253000.0,775000.0,25273.2,50734.0,478000.0,423000.0
2024-03-27 10:00:00,168.12,168.19,171.48,1238000.0,827000.0,22580.7,34487.7,411000.0,354000.0
2024-03-27 11:00:00,168.5,168.19,171.48,1239000.0,833000.0,22357.8,35538.1,406000.0,346000.0
2024-03-27 12:00:00,167.78,168.19,171.48,1261000.0,812000.0,46204.2,57769.4,449000.0,395000.0
2024-03-27 13:00:00,168.17,168.19,171.48,1275000.0,789000.0,63532.5,71824.8,486000.0,427000.0
2024-03-27 14:00:00,167.85,168.19,151.77,1303000.0,770000.0,93094.5,98196.0,533000.0,353000.0
2024-03-27 15:00:00,153.69,153.69,153.69,1279000.0,727000.0,68922.5,74192.6,551000.0,376000.0
2024-03-27 16:00:00,120.54,120.54,143.55,1253000.0,686000.0,42043.1,48417.0,567000.0,389000.0
2024-03-27 17:00:00,119.97,119.97,119.97,1233000.0,650000.0,24175.1,29371.1,583000.0,365000.0
2024-03-27 18:00:00,119.97,119.97,119.97,1293000.0,641000.0,82630.6,89842.6,652000.0,434000.0
2024-03-27 19:00:00,119.97,119.97,119.97,1291000.0,630000.0,80594.2,87658.8,661000.0,438000.0
2024-03-27 20:00:00,119.97,119.97,119.97,1287000.0,639000.0,77721.5,85485.9,648000.0,339000.0
2024-03-27 21:00:00,119.97,119.97,119.97,1321000.0,660000.0,110805.0,118083.0,661000.0,350000.0
2024-03-27 22:00:00,120.42,120.42,155.96,1408000.0,706000.0,148693.0,156192.0,702000.0,377000.0
2024-03-27 23:00:00,153.23,153.23,153.23,1477000.0,756000.0,210811.0,221794.0,721000.0,430000.0
2024-03-28 00:00:00,167.84,167.7,155.96,1523000.0,824000.0,253816.0,270590.0,699000.0,408000.0
2024-03-28 01:00:00,169.4,169.52,167.81,1510000.0,834000.0,243510.0,263816.0,676000.0,386000.0
2024-03-28 02:00:00,167.17,167.56,158.88,1443000.0,820000.0,208741.0,243438.0,623000.0,329000.0
2024-03-28 03:00:00,166.12,167.56,158.88,1455000.0,818000.0,227301.0,258635.0,637000.0,342000.0
2024-03-28 04:00:00,165.84,167.28,155.76,1431000.0,823000.0,203048.0,229598.0,608000.0,313000.0
2024-03-28 05:00:00,166.2,167.56,158.88,1426000.0,821000.0,195108.0,220752.0,605000.0,309000.0
2024-03-28 06:00:00,166.15,167.39,159.69,1318000.0,781000.0,93710.2,121983.0,537000.0,319000.0
2024-03-28 07:00:00,170.09,169.52,171.06,1313000.0,807000.0,90856.0,110756.0,506000.0,287000.0
2024-03-28 08:00:00,167.75,166.85,168.38,1315000.0,801000.0,99011.4,117169.0,514000.0,336000.0
2024-03-28 09:00:00,167.75,166.85,168.38,1403000.0,809000.0,189331.0,203044.0,594000.0,418000.0
2024-03-28 10:00:00,168.72,168.01,168.56,1390000.0,847000.0,177977.0,188277.0,543000.0,323000.0
2024-03-28 11:00:00,168.01,168.01,168.56,1398000.0,860000.0,186445.0,194667.0,538000.0,320000.0
2024-03-28 12:00:00,168.01,168.01,155.05,1431000.0,836000.0,222237.0,229839.0,595000.0,378000.0
2024-03-28 13:00:00,168.01,168.01,150.35,1437000.0,825000.0,225650.0,231990.0,612000.0,393000.0
2024-03-28 14:00:00,168.05,168.05,151.71,1412000.0,822000.0,198391.0,205996.0,590000.0,372000.0
2024-03-28 15:00:00,168.05,168.05,153.22,1378000.0,771000.0,163357.0,171301.0,607000.0,382000.0
2024-03-28 16:00:00,167.91,167.95,146.02,1308000.0,742000.0,99047.3,105396.0,566000.0,348000.0
2024-03-28 17:00:00,120.07,120.07,120.07,1270000.0,708000.0,63240.2,65573.0,562000.0,339000.0
2024-03-28 18:00:00,120.07,120.07,120.07,1261000.0,694000.0,54255.7,56505.5,567000.0,346000.0
2024-03-28 19:00:00,120.07,120.07,157.53,1235000.0,697000.0,28603.0,30892.6,538000.0,315000.0
2024-03-28 20:00:00,120.07,120.07,157.7,1216000.0,718000.0,10040.7,12237.9,498000.0,278000.0
2024-03-28 21:00:00,120.07,120.07,120.07,1225000.0,743000.0,17012.9,19199.5,483000.0,254000.0
2024-03-28 22:00:00,169.71,169.42,156.03,1255000.0,748000.0,41709.1,48943.4,507000.0,281000.0
2024-03-28 23:00:00,169.71,169.42,156.67,1308000.0,667000.0,47853.5,101930.0,641000.0,421000.0
2024-03-29 00:00:00,156.38,156.38,156.38,1423000.0,640000.0,93067.7,220495.0,784000.0,439000.0
2024-03-29 01:00:00,-77.94,-77.94,0.0,1519000.0,594000.0,108119.0,318319.0,925000.0,506000.0
2024-03-29 02:00:00,-77.94,-77.94,-77.94,1495000.0,580000.0,24286.2,298755.0,915000.0,496000.0
2024-03-29 03:00:00,-77.94,-77.94,-77.94,1520000.0,579000.0,9363.14,327743.0,940000.0,525000.0
2024-03-29 04:00:00,-77.94,-77.94,-77.94,1509000.0,583000.0,13908.6,320761.0,926000.0,519000.0
2024-03-29 05:00:00,-77.94,-77.94,-77.94,1537000.0,631000.0,72591.9,350615.0,906000.0,500000.0
2024-03-29 06:00:00,119.96,119.96,-19.0,1521000.0,621000.0,93316.2,333520.0,900000.0,490000.0
2024-03-29 07:00:00,130.67,130.67,0.0,1533000.0,676000.0,160358.0,341989.0,857000.0,581000.0
2024-03-29 08:00:00,0.0,0.0,153.27,1425000.0,715000.0,126391.0,227709.0,710000.0,537000.0
2024-03-29 09:00:00,164.95,164.37,148.37,1356000.0,747000.0,72613.4,111904.0,609000.0,377000.0
2024-03-29 10:00:00,166.21,165.7,153.28,1315000.0,800000.0,62946.4,73760.8,515000.0,316000.0
2024-03-29 11:00:00,165.46,164.83,153.28,1287000.0,811000.0,53061.9,62155.1,476000.0,283000.0
2024-03-29 12:00:00,165.66,164.94,157.16,1304000.0,799000.0,59513.4,65563.6,505000.0,307000.0
2024-03-29 13:00:00,165.81,164.94,157.03,1277000.0,792000.0,26355.5,30291.0,485000.0,279000.0
2024-03-29 14:00:00,165.6,164.94,155.96,1266000.0,784000.0,14078.7,16624.6,482000.0,278000.0
2024-03-29 15:00:00,164.94,164.94,156.04,1255000.0,756000.0,2907.58,5424.32,499000.0,291000.0
2024-03-29 16:00:00,166.75,167.84,165.59,1258000.0,711000.0,4397.72,6765.16,546000.0,308000.0
2024-03-29 17:00:00,167.31,167.3,164.43,1256000.0,685000.0,3095.56,5484.67,572000.0,339000.0
2024-03-29 18:00:00,123.59,123.59,255.56,1257000.0,656000.0,2828.6,5312.8,602000.0,368000.0
2024-03-29 19:00:00,120.9,120.9,135.09,1257000.0,657000.0,3496.72,5978.57,600000.0,365000.0
2024-03-29 20:00:00,123.59,123.59,136.92,1263000.0,654000.0,8777.21,11214.2,610000.0,309000.0
2024-03-29 21:00:00,166.35,166.14,156.46,1317000.0,668000.0,62503.4,64849.4,649000.0,356000.0
2024-03-29 22:00:00,166.24,166.14,165.59,1362000.0,649000.0,103709.0,109627.0,713000.0,418000.0
2024-03-29 23:00:00,157.63,156.46,126.58,1406000.0,591000.0,112290.0,158887.0,815000.0,399000.0
2024-03-30 00:00:00,157.22,156.25,112.28,1524000.0,571000.0,161994.0,275297.0,953000.0,505000.0
2024-03-30 01:00:00,-77.94,-77.94,112.28,1486000.0,552000.0,67638.0,241798.0,935000.0,528000.0
2024-03-30 02:00:00,-77.94,-77.94,0.0,1489000.0,553000.0,28163.2,251030.0,936000.0,538000.0
2024-03-30 03:00:00,-77.94,-77.94,-77.94,1488000.0,559000.0,10261.9,260931.0,929000.0,539000.0
2024-03-30 04:00:00,-77.94,-77.94,-77.94,1503000.0,560000.0,9210.35,279537.0,942000.0,558000.0
2024-03-30 05:00:00,142.14,142.14,-38.0,1518000.0,591000.0,8145.74,296172.0,926000.0,540000.0
2024-03-30 06:00:00,142.14,142.14,0.0,1490000.0,572000.0,9058.08,270202.0,918000.0,535000.0
2024-03-30 07:00:00,142.14,142.14,100.55,1487000.0,592000.0,69789.4,266887.0,895000.0,733000.0
2024-03-30 08:00:00,142.14,142.14,102.33,1410000.0,668000.0,63450.9,189392.0,742000.0,573000.0
2024-03-30 09:00:00,155.85,155.85,135.99,1331000.0,669000.0,60657.1,111617.0,662000.0,493000.0
2024-03-30 10:00:00,169.61,169.61,169.78,1295000.0,741000.0,50692.7,62350.6,554000.0,386000.0
2024-03-30 11:00:00,170.23,170.23,169.78,1294000.0,759000.0,43722.4,51447.2,534000.0,363000.0
2024-03-30 12:00:00,170.86,170.86,168.72,1284000.0,745000.0,31593.4,38196.5,539000.0,369000.0
2024-03-30 13:00:00,170.86,170.86,168.9,1272000.0,732000.0,19862.6,24139.7,541000.0,368000.0
2024-03-30 14:00:00,172.81,170.86,168.9,1275000.0,721000.0,26248.8,26933.2,554000.0,383000.0
2024-03-30 15:00:00,171.07,171.07,168.9,1261000.0,687000.0,11352.2,12060.2,574000.0,407000.0
2024-03-30 16:00:00,156.05,156.05,156.05,1278000.0,666000.0,27219.3,27927.0,612000.0,317000.0
2024-03-30 17:00:00,156.05,156.05,156.05,1290000.0,655000.0,40258.2,40967.3,635000.0,345000.0
2024-03-30 18:00:00,156.05,156.05,156.05,1288000.0,652000.0,37793.2,38502.3,636000.0,344000.0
2024-03-30 19:00:00,156.25,156.25,156.25,1291000.0,643000.0,39994.7,40705.4,648000.0,355000.0
2024-03-30 20:00:00,156.25,156.25,156.25,1284000.0,647000.0,32369.6,33061.4,637000.0,340000.0
2024-03-30 21:00:00,156.25,156.25,156.25,1282000.0,662000.0,28503.8,29216.8,619000.0,324000.0
2024-03-30 22:00:00,175.52,174.52,175.79,1278000.0,644000.0,19860.7,25413.7,633000.0,335000.0
2024-03-30 23:00:00,174.51,174.39,175.79,1318000.0,594000.0,24401.0,68223.2,724000.0,430000.0
2024-03-31 00:00:00,156.05,156.05,156.05,1359000.0,554000.0,16461.5,110278.0,805000.0,389000.0
2024-03-31 01:00:00,155.65,155.65,155.65,1410000.0,529000.0,14492.8,164678.0,881000.0,468000.0
2024-03-31 02:00:00,142.19,142.19,155.65,1441000.0,574000.0,11921.8,197880.0,867000.0,426000.0
2024-03-31 03:00:00,155.65,155.65,155.65,1345000.0,617000.0,13840.6,100895.0,728000.0,356000.0
2024-03-31 04:00:00,155.65,155.65,155.65,1315000.0,639000.0,14102.1,73669.2,677000.0,308000.0
2024-03-31 05:00:00,155.65,155.65,142.19,1297000.0,617000.0,10064.6,61239.6,680000.0,321000.0
2024-03-31 06:00:00,155.65,155.65,142.19,1291000.0,638000.0,9534.3,55934.5,653000.0,410000.0
2024-03-31 07:00:00,155.65,155.65,155.65,1137000.0,656000.0,8108.2,47855.7,481000.0,504000.0
2024-03-31 08:00:00,155.65,155.65,155.65,1143000.0,644000.0,13044.5,50286.5,499000.0,481000.0
2024-03-31 09:00:00,155.65,155.65,155.65,1177000.0,687000.0,34454.5,85048.5,490000.0,470000.0
2024-03-31 10:00:00,172.02,171.76,171.57,1126000.0,760000.0,22623.0,31648.9,366000.0,339000.0
2024-03-31 11:00:00,170.15,170.6,170.06,1114000.0,763000.0,15296.8,18639.5,351000.0,328000.0
2024-03-31 12:00:00,168.52,168.4,172.53,1121000.0,748000.0,20659.9,23191.7,372000.0,350000.0
2024-03-31 13:00:00,171.84,171.97,176.1,1120000.0,745000.0,22168.9,22861.0,376000.0,346000.0
2024-03-31 14:00:00,156.05,156.05,171.34,1106000.0,760000.0,7618.85,8303.34,346000.0,321000.0
2024-03-31 15:00:00,171.97,171.97,172.81,1106000.0,734000.0,7320.88,8023.3,372000.0,345000.0
2024-03-31 16:00:00,144.84,144.48,159.31,1106000.0,712000.0,6671.55,7377.87,395000.0,372000.0
2024-03-31 17:00:00,144.82,144.48,95.81,1127000.0,683000.0,26071.8,26770.8,444000.0,422000.0
2024-03-31 18:00:00,144.79,144.48,159.82,1132000.0,669000.0,32473.9,33177.6,463000.0,440000.0
2024-03-31 19:00:00,144.96,144.66,154.16,1131000.0,668000.0,30780.5,31494.4,463000.0,440000.0
2024-03-31 20:00:00,144.91,144.66,154.17,1125000.0,678000.0,23743.0,24455.2,447000.0,424000.0
2024-03-31 21:00:00,144.87,144.66,160.41,1125000.0,708000.0,22742.9,23454.0,418000.0,394000.0
2024-03-31 22:00:00,144.85,144.66,123.99,1119000.0,698000.0,11292.2,17090.5,421000.0,399000.0
2024-03-31 23:00:00,144.64,144.48,153.65,1175000.0,604000.0,7348.54,75379.5,572000.0,550000.0
2024-04-01 00:00:00,0.0,151.81,158.52,1264000.0,578000.0,950.586,166208.0,686000.0,421000.0
2024-04-01 01:00:00,144.21,144.11,157.81,1347000.0,556000.0,3083.43,251476.0,791000.0,494000.0
2024-04-01 02:00:00,-79.32,-79.32,117.4,1395000.0,564000.0,1827.01,305910.0,831000.0,538000.0
2024-04-01 03:00:00,-79.32,-79.32,0.0,1411000.0,579000.0,1796.51,327446.0,832000.0,544000.0
2024-04-01 04:00:00,-79.32,-79.32,-79.32,1413000.0,595000.0,1184.52,333086.0,818000.0,532000.0
2024-04-01 05:00:00,-79.32,-79.32,-79.32,1405000.0,603000.0,4231.11,326850.0,802000.0,520000.0
2024-04-01 06:00:00,131.1,131.1,-1.4,1372000.0,580000.0,2219.66,293820.0,792000.0,510000.0
2024-04-01 07:00:00,110.39,110.39,110.39,1319000.0,607000.0,0.0,240829.0,712000.0,551000.0
2024-04-01 08:00:00,143.92,143.92,120.06,1238000.0,666000.0,1488.81,160414.0,572000.0,553000.0
2024-04-01 09:00:00,143.92,143.92,152.36,1144000.0,719000.0,1330.13,62491.2,424000.0,406000.0
2024-04-01 10:00:00,155.93,155.93,202.82,1101000.0,789000.0,3471.48,14389.9,312000.0,324000.0
2024-04-01 11:00:00,156.7,156.7,156.01,1138000.0,813000.0,33923.9,41593.9,325000.0,332000.0
2024-04-01 12:00:00,156.7,156.7,156.01,1141000.0,814000.0,37646.4,44500.1,327000.0,339000.0
2024-04-01 13:00:00,0.0,156.7,154.91,1144000.0,809000.0,41932.7,46372.0,335000.0,350000.0
2024-04-01 14:00:00,156.7,156.7,154.98,1188000.0,782000.0,88758.4,89598.3,406000.0,418000.0
2024-04-01 15:00:00,156.7,156.7,154.98,1199000.0,735000.0,99675.8,100493.0,465000.0,444000.0
2024-04-01 16:00:00,144.81,146.34,144.71,1219000.0,689000.0,120906.0,121698.0,530000.0,506000.0
2024-04-01 17:00:00,144.71,146.34,144.71,1225000.0,658000.0,127806.0,128580.0,566000.0,503000.0
2024-04-01 18:00:00,105.97,105.97,144.71,1203000.0,634000.0,103277.0,104070.0,569000.0,506000.0
2024-04-01 19:00:00,102.71,102.71,144.71,1199000.0,619000.0,99669.6,100470.0,579000.0,518000.0
2024-04-01 20:00:00,105.65,105.65,144.71,1161000.0,616000.0,63147.4,63941.8,545000.0,481000.0
2024-04-01 21:00:00,111.98,111.98,144.71,1188000.0,646000.0,90786.1,91576.7,542000.0,484000.0
2024-04-01 22:00:00,161.57,162.12,159.73,1181000.0,664000.0,80450.9,82931.5,517000.0,457000.0
2024-04-01 23:00:00,162.36,163.47,163.03,1187000.0,673000.0,70532.3,89306.0,514000.0,450000.0
2024-04-02 00:00:00,159.2,159.86,159.54,1163000.0,679000.0,22167.1,68707.0,484000.0,420000.0
2024-04-02 01:00:00,0.0,0.0,162.75,1177000.0,703000.0,43214.3,92828.4,474000.0,414000.0
2024-04-02 02:00:00,162.86,159.77,154.79,1175000.0,693000.0,34602.6,97397.8,482000.0,424000.0
2024-04-02 03:00:00,114.55,114.55,144.15,1176000.0,682000.0,42840.8,100368.0,494000.0,436000.0
2024-04-02 04:00:00,112.27,112.27,144.15,1193000.0,706000.0,58219.1,116216.0,487000.0,429000.0
2024-04-02 05:00:00,114.46,114.46,144.34,1210000.0,718000.0,88574.1,130020.0,492000.0,431000.0
2024-04-02 06:00:00,158.74,160.13,156.07,1214000.0,733000.0,110966.0,136774.0,481000.0,424000.0
2024-04-02 07:00:00,158.87,160.16,159.15,1204000.0,762000.0,106116.0,120802.0,443000.0,418000.0
2024-04-02 08:00:00,162.96,161.9,159.15,1258000.0,788000.0,156863.0,170887.0,470000.0,479000.0
2024-04-02 09:00:00,163.1,162.51,159.15,1284000.0,794000.0,181853.0,194100.0,490000.0,502000.0
2024-04-02 10:00:00,162.71,162.51,147.63,1302000.0,807000.0,206812.0,210361.0,494000.0,506000.0
2024-04-02 11:00:00,-79.32,155.05,147.14,1306000.0,792000.0,210777.0,213260.0,514000.0,490000.0
2024-04-02 12:00:00,161.27,161.33,159.54,1272000.0,764000.0,182091.0,182935.0,508000.0,485000.0
2024-04-02 13:00:00,159.72,159.53,159.54,1248000.0,736000.0,164973.0,165676.0,513000.0,377000.0
2024-04-02 14:00:00,145.89,145.89,159.54,1210000.0,720000.0,121054.0,121770.0,490000.0,349000.0
2024-04-02 15:00:00,141.96,141.96,141.96,1177000.0,683000.0,87186.9,87893.4,494000.0,354000.0
2024-04-02 16:00:00,110.63,110.63,144.25,1200000.0,625000.0,108165.0,108908.0,575000.0,433000.0
2024-04-02 17:00:00,146.19,146.19,158.23,1177000.0,608000.0,88473.3,89198.8,569000.0,432000.0
2024-04-02 18:00:00,112.36,112.36,144.25,1115000.0,593000.0,21902.9,22628.4,522000.0,380000.0
2024-04-02 19:00:00,112.47,112.47,144.25,1195000.0,585000.0,101923.0,102656.0,610000.0,470000.0
2024-04-02 20:00:00,112.47,112.47,144.44,1132000.0,602000.0,39725.1,40463.4,530000.0,391000.0
2024-04-02 21:00:00,112.47,112.47,144.44,1123000.0,627000.0,28865.1,29598.3,496000.0,476000.0
2024-04-02 22:00:00,115.06,115.06,144.25,1133000.0,659000.0,40654.2,41561.0,474000.0,456000.0
2024-04-02 23:00:00,154.12,154.41,158.23,1167000.0,715000.0,70738.5,74894.3,452000.0,433000.0
2024-04-03 00:00:00,155.57,155.89,158.04,1166000.0,750000.0,58544.9,72138.8,416000.0,396000.0
2024-04-03 01:00:00,162.45,162.45,162.45,1144000.0,766000.0,44087.8,56230.4,379000.0,356000.0
2024-04-03 02:00:00,157.64,157.82,163.37,1151000.0,718000.0,22607.5,62727.0,433000.0,413000.0
2024-04-03 03:00:00,154.51,155.2,157.66,1146000.0,722000.0,25160.4,62440.7,423000.0,403000.0
2024-04-03 04:00:00,154.13,154.78,157.66,1123000.0,745000.0,25125.0,44018.6,378000.0,360000.0
2024-04-03 05:00:00,154.19,154.78,157.66,1118000.0,730000.0,23733.1,38670.6,389000.0,371000.0
2024-04-03 06:00:00,154.63,155.2,157.66,1125000.0,712000.0,10479.2,41253.5,414000.0,392000.0
2024-04-03 07:00:00,158.57,158.57,160.71,1139000.0,710000.0,18051.5,53959.9,428000.0,406000.0
2024-04-03 08:00:00,154.98,155.59,157.66,1129000.0,722000.0,16026.9,44254.7,407000.0,419000.0
2024-04-03 09:00:00,155.14,155.85,157.66,1121000.0,742000.0,21809.1,31384.3,379000.0,388000.0
2024-04-03 10:00:00,155.71,156.44,158.04,1124000.0,772000.0,29348.0,31965.7,352000.0,363000.0
2024-04-03 11:00:00,155.88,156.6,158.04,1151000.0,770000.0,55658.2,56399.5,381000.0,391000.0
2024-04-03 12:00:00,156.86,156.6,158.04,1169000.0,755000.0,73040.3,73813.8,414000.0,427000.0
2024-04-03 13:00:00,156.37,156.31,158.04,1186000.0,742000.0,90737.5,91529.7,444000.0,456000.0
2024-04-03 14:00:00,155.89,156.83,158.04,1145000.0,730000.0,46581.3,47372.5,415000.0,425000.0
2024-04-03 15:00:00,154.53,154.53,158.04,1127000.0,690000.0,29607.7,30382.8,437000.0,445000.0
2024-04-03 16:00:00,158.76,154.53,153.98,1123000.0,651000.0,24920.9,25689.3,473000.0,450000.0
2024-04-03 17:00:00,161.23,156.63,153.76,1111000.0,633000.0,12064.1,12826.4,477000.0,456000.0
2024-04-03 18:00:00,106.84,106.84,144.31,1110000.0,609000.0,10883.0,11646.6,501000.0,479000.0
2024-04-03 19:00:00,103.82,103.82,144.31,1115000.0,600000.0,15938.2,16643.3,514000.0,494000.0
2024-04-03 20:00:00,111.32,111.32,144.31,1124000.0,614000.0,25583.5,26307.0,510000.0,489000.0
2024-04-03 21:00:00,157.03,156.63,153.98,1110000.0,637000.0,11062.0,11785.6,473000.0,452000.0
2024-04-03 22:00:00,156.11,155.63,153.98,1102000.0,674000.0,2396.81,3661.89,427000.0,407000.0
2024-04-03 23:00:00,156.11,155.63,157.28,1117000.0,685000.0,1728.01,19137.4,432000.0,409000.0
2024-04-04 00:00:00,156.11,155.63,157.09,1148000.0,699000.0,1674.43,50404.1,450000.0,428000.0
2024-04-04 01:00:00,162.45,162.45,162.45,1145000.0,727000.0,4075.21,50228.4,418000.0,396000.0
2024-04-04 02:00:00,151.33,150.95,157.09,1159000.0,721000.0,6672.14,66134.9,439000.0,418000.0
2024-04-04 03:00:00,155.86,155.44,156.71,1141000.0,721000.0,9508.2,48781.4,421000.0,402000.0
