ts,실시간 임시 가격(원/kWh),실시간 확정 가격(원/kWh)
1730565000,92.24,92.24
1730565900,92.24,92.24
1730566800,92.24,92.24
1730567700,87.58,87.58
1730568600,87.58,87.58
1730569500,87.58,87.58
1730570400,87.58,87.58
1730571300,87.11,87.11
1730572200,87.11,87.11
1730573100,87.11,87.11
1730574000,87.11,87.11
1730574900,87.42,87.42
1730575800,87.42,87.42
1730576700,87.42,87.42
1730577600,87.42,87.42
1730578500,92.45,92.45
1730579400,92.45,92.45
1730580300,92.45,92.45
1730581200,92.45,92.45
1730582100,92.45,92.45
1730583000,92.45,92.45
1730583900,92.45,92.45
1730584800,92.45,92.45
1730585700,92.7,92.7
1730586600,92.7,92.7
1730587500,92.7,92.7
1730588400,92.7,92.7
1730589300,104.63,104.63
1730590200,104.63,104.63
1730591100,104.63,104.63
1730592000,104.63,104.63
1730592900,104.63,104.63
1730593800,104.63,104.63
1730594700,104.63,104.63
1730595600,104.63,104.63
1730596500,104.63,104.63
1730597400,104.63,104.63
1730598300,104.63,104.63
1730599200,104.63,104.63
1730600100,104.0,104.0
1730601000,104.0,104.0
1730601900,104.0,104.0
1730602800,104.0,104.0
1730603700,0.0,0.0
1730604600,0.0,0.0
1730605500,0.0,0.0
1730606400,0.0,0.0
1730607300,87.3,87.3
1730608200,87.3,87.3
1730609100,87.3,87.3
1730610000,87.3,87.3
1730610900,104.57,104.57
1730611800,0.0,0.0
1730612700,104.57,104.57
1730613600,104.57,104.57
1730614500,104.57,104.57
1730615400,104.57,104.57
1730616300,104.57,104.57
1730617200,104.57,104.57
1730618100,108.6,108.6
1730619000,108.6,108.6
1730619900,108.6,108.6
1730620800,108.6,108.6
1730621700,109.96,109.96
1730622600,109.96,109.96
1730623500,109.96,109.96
1730624400,109.96,109.96
1730625300,109.97,109.97
1730626200,109.97,109.97
1730627100,109.97,109.97
1730628000,109.97,109.97
1730628900,109.97,109.97
1730629800,109.97,109.97
1730630700,109.97,109.97
1730631600,109.97,109.97
1730632500,109.58,109.58
1730633400,109.58,109.58
1730634300,109.58,109.58
1730635200,109.58,109.58
1730636100,108.46,108.46
1730637000,108.46,108.46
1730637900,108.46,108.46
1730638800,108.46,108.46
1730639700,108.85,108.85
1730640600,108.85,108.85
1730641500,108.85,108.85
1730642400,108.85,108.85
1730643300,105.6,105.6
1730644200,105.6,105.6
1730645100,105.6,105.6
1730646000,105.6,105.6
1730646900,103.98,103.98
1730647800,103.98,103.98
1730648700,103.98,103.98
1730649600,103.98,103.98
1730650500,87.53,87.53
1730651400,87.53,87.53
1730652300,87.53,87.53
1730653200,87.53,87.53
1730654100,87.42,87.42
1730655000,87.42,87.42
1730655900,87.42,87.42
1730656800,87.42,87.42
1730657700,86.95,86.95
1730658600,86.95,86.95
1730659500,86.95,86.95
1730660400,86.95,86.95
1730661300,87.27,87.27
1730662200,87.27,87.27
1730663100,87.27,87.27
1730664000,87.27,87.27
1730664900,102.49,102.49
1730665800,102.49,102.49
1730666700,102.49,102.49
1730667600,102.49,102.49
1730668500,104.14,104.14
1730669400,104.14,104.14
1730670300,104.14,104.14
1730671200,104.14,104.14
1730672100,115.78,115.78
1730673000,115.78,115.78
1730673900,115.78,115.78
1730674800,115.78,115.78
1730675700,131.3,131.3
1730676600,131.3,131.3
1730677500,131.3,131.3
1730678400,131.3,131.3
1730679300,149.56,149.56
1730680200,140.13,140.43
1730681100,149.56,149.56
1730682000,149.56,149.56
1730682900,137.97,137.97
1730683800,137.97,137.97
1730684700,0.0,115.25
1730685600,137.97,137.97
1730686500,134.96,134.96
1730687400,134.96,134.96
1730688300,134.96,134.96
1730689200,134.96,134.96
1730690100,116.58,116.58
1730691000,116.58,116.58
1730691900,116.58,116.58
1730692800,116.58,116.58
1730693700,116.58,116.58
1730694600,116.58,116.58
1730695500,116.58,116.58
1730696400,116.58,116.58
1730697300,131.3,131.3
1730698200,131.3,131.3
1730699100,131.3,131.3
1730700000,131.3,131.3
1730700900,131.4,131.4
1730701800,131.4,131.4
1730702700,131.4,131.4
1730703600,131.4,131.4
1730704500,131.35,131.35
1730705400,131.35,131.35
1730706300,131.35,131.35
1730707200,131.35,131.35
1730708100,127.26,127.26
1730709000,127.26,127.26
1730709900,127.26,127.26
1730710800,127.26,127.26
1730711700,127.32,127.32
1730712600,127.32,127.32
1730713500,127.32,127.32
1730714400,127.32,127.32
1730715300,116.78,116.78
1730716200,116.78,116.78
1730717100,116.78,116.78
1730718000,116.78,116.78
1730718900,116.73,116.73
1730719800,116.73,116.73
1730720700,116.73,116.73
1730721600,116.73,116.73
1730722500,106.73,106.73
1730723400,106.73,106.73
1730724300,106.73,106.73
1730725200,106.73,106.73
1730726100,106.56,106.56
1730727000,106.56,106.56
1730727900,106.56,106.56
1730728800,106.56,106.56
1730729700,104.12,104.12
1730730600,104.12,104.12
1730731500,104.12,104.12
1730732400,104.12,104.12
1730733300,103.72,103.72
1730734200,103.72,103.72
1730735100,103.72,103.72
1730736000,103.72,103.72
1730736900,92.74,92.74
1730737800,92.74,92.74
1730738700,92.74,92.74
1730739600,92.74,92.74
1730740500,87.46,87.46
1730741400,87.46,87.46
1730742300,87.46,87.46
1730743200,87.46,87.46
1730744100,87.49,87.49
1730745000,87.49,87.49
1730745900,87.49,87.49
1730746800,87.49,87.49
1730747700,87.52,87.52
1730748600,87.52,87.52
1730749500,87.52,87.52
1730750400,87.52,87.52
1730751300,102.64,102.64
1730752200,102.64,102.64
1730753100,102.64,102.64
1730754000,102.64,102.64
1730754900,104.21,104.21
1730755800,104.21,104.21
1730756700,104.21,104.21
1730757600,104.21,104.21
1730758500,106.62,106.62
1730759400,106.62,106.62
1730760300,106.62,106.62
1730761200,106.62,106.62
1730762100,117.37,117.37
1730763000,117.37,117.37
1730763900,117.37,117.37
1730764800,117.37,117.37
1730765700,136.94,136.94
1730766600,136.94,136.94
1730767500,136.94,136.94
1730768400,136.94,136.94
1730769300,136.94,136.94
1730770200,136.94,136.94
1730771100,0.0,115.61
1730772000,0.0,0.0
1730772900,0.0,0.0
1730773800,0.0,0.0
1730774700,0.0,0.0
1730775600,-48.0,-48.0
1730776500,-79.28,-79.28
1730777400,-79.28,-79.28
1730778300,-79.28,-79.28
1730779200,-48.0,-48.0
1730780100,0.0,0.0
1730781000,0.0,0.0
1730781900,0.0,114.27
1730782800,0.0,116.4
1730783700,137.63,137.63
1730784600,137.63,137.63
1730785500,137.63,137.63
1730786400,137.63,137.63
1730787300,136.87,136.87
1730788200,136.87,136.87
1730789100,136.87,136.87
1730790000,136.87,136.87
1730790900,136.13,136.13
1730791800,136.13,136.13
1730792700,136.13,136.13
1730793600,136.13,136.13
1730794500,131.98,131.98
1730795400,131.98,131.98
1730796300,131.98,131.98
1730797200,131.98,131.98
1730798100,132.17,132.17
1730799000,132.17,132.17
1730799900,132.17,132.17
1730800800,132.17,132.17
1730801700,127.56,127.56
1730802600,120.49,120.49
1730803500,127.56,127.56
1730804400,127.56,127.56
1730805300,127.62,127.62
1730806200,127.62,127.62
1730807100,127.62,127.62
1730808000,127.62,127.62
1730808900,107.46,107.46
1730809800,107.46,107.46
1730810700,107.46,107.46
1730811600,107.46,107.46
1730812500,105.14,105.14
1730813400,105.14,105.14
1730814300,105.14,105.14
1730815200,105.14,105.14
1730816100,104.95,104.95
1730817000,104.95,104.95
1730817900,104.95,104.95
1730818800,104.95,104.95
1730819700,103.68,103.68
1730820600,0.0,0.0
1730821500,0.0,0.0
1730822400,103.68,103.68
1730823300,87.6,87.6
1730824200,87.6,87.6
1730825100,87.6,87.6
1730826000,87.6,87.6
1730826900,87.6,87.6
1730827800,87.6,87.6
1730828700,87.6,87.6
1730829600,87.6,87.6
1730830500,87.42,87.42
1730831400,87.42,87.42
1730832300,87.42,87.42
1730833200,87.42,87.42
1730834100,87.56,87.56
1730835000,87.56,87.56
1730835900,87.56,87.56
1730836800,87.56,87.56
1730837700,92.08,92.08
1730838600,92.08,92.08
1730839500,92.08,92.08
1730840400,92.08,92.08
1730841300,115.55,115.55
1730842200,115.78,115.78
1730843100,115.78,115.78
1730844000,115.78,115.78
1730844900,116.79,116.79
1730845800,116.79,116.79
1730846700,116.79,116.79
1730847600,116.79,116.79
1730848500,131.58,131.58
1730849400,131.58,131.58
1730850300,114.92,114.92
1730851200,0.0,0.0
1730852100,137.89,137.89
1730853000,115.73,115.73
1730853900,-48.0,-48.0
1730854800,-79.28,-79.28
1730855700,-79.28,-79.28
1730856600,-79.28,-79.28
1730857500,-79.28,-79.28
1730858400,-79.28,-79.28
1730859300,-79.28,-79.28
1730860200,-79.28,-79.28
1730861100,-79.28,-79.28
1730862000,-79.28,-79.28
1730862900,-79.28,-79.28
1730863800,-79.28,-79.28
1730864700,-79.28,-79.28
1730865600,-79.28,-79.28
1730866500,-79.28,-79.28
1730867400,-79.28,-79.28
1730868300,-79.28,-79.28
1730869200,-48.0,-48.0
1730870100,0.0,0.0
1730871000,0.0,0.0
1730871900,117.11,117.11
1730872800,117.11,117.11
1730873700,117.11,117.11
1730874600,117.11,117.11
1730875500,117.11,117.11
1730876400,117.11,117.11
1730877300,117.26,117.26
1730878200,117.26,117.26
1730879100,117.26,117.26
1730880000,117.26,117.26
1730880900,127.56,127.56
1730881800,127.56,127.56
1730882700,127.56,127.56
1730883600,127.56,127.56
1730884500,117.52,117.52
1730885400,117.52,117.52
1730886300,117.52,117.52
1730887200,117.52,117.52
1730888100,117.52,117.52
1730889000,117.52,117.52
1730889900,117.52,117.52
1730890800,117.52,117.52
1730891700,117.53,117.53
1730892600,117.53,117.53
1730893500,117.53,117.53
1730894400,117.53,117.53
1730895300,113.81,113.81
1730896200,113.81,113.81
1730897100,113.81,113.81
1730898000,113.81,113.81
1730898900,113.61,113.61
1730899800,113.61,113.61
1730900700,113.61,113.61
1730901600,113.61,113.61
1730902500,109.09,109.09
1730903400,109.09,109.09
1730904300,109.09,109.09
1730905200,109.09,109.09
1730906100,103.65,103.65
1730907000,103.65,103.65
1730907900,103.65,103.65
1730908800,103.65,103.65
1730909700,89.39,89.39
1730910600,89.39,89.39
1730911500,89.39,89.39
1730912400,89.39,89.39
1730913300,89.39,89.39
1730914200,89.39,89.39
1730915100,89.39,89.39
1730916000,89.39,89.39
1730916900,89.48,89.48
1730917800,89.48,89.48
1730918700,89.48,89.48
1730919600,89.48,89.48
1730920500,89.48,89.48
1730921400,89.48,89.48
1730922300,89.48,89.48
1730923200,89.48,89.48
1730924100,102.16,102.16
1730925000,102.16,102.16
1730925900,102.16,102.16
1730926800,102.16,102.16
1730927700,114.48,114.48
1730928600,114.48,114.48
1730929500,114.48,114.48
1730930400,114.48,114.48
1730931300,107.74,107.74
1730932200,107.74,107.74
1730933100,107.74,107.74
1730934000,107.74,107.74
1730934900,117.84,117.84
1730935800,117.84,117.84
1730936700,117.84,117.84
1730937600,117.84,117.84
1730938500,136.21,136.21
1730939400,136.21,136.21
1730940300,136.21,136.21
1730941200,136.21,136.21
1730942100,155.07,155.07
1730943000,155.07,155.07
1730943900,155.07,155.07
1730944800,155.07,155.07
1730945700,136.87,136.87
1730946600,136.87,136.87
1730947500,136.87,136.87
1730948400,136.87,136.87
1730949300,116.13,116.13
1730950200,116.13,116.13
1730951100,116.13,116.13
1730952000,116.13,116.13
1730952900,116.84,116.84
1730953800,116.84,116.84
1730954700,116.84,116.84
1730955600,116.84,116.84
1730956500,116.84,116.84
1730957400,116.84,116.84
1730958300,116.84,116.84
1730959200,116.84,116.84
1730960100,116.84,116.84
1730961000,116.84,116.84
1730961900,116.84,116.84
1730962800,116.84,116.84
1730963700,151.02,151.02
1730964600,151.02,151.02
1730965500,151.02,151.02
1730966400,151.02,151.02
1730967300,137.03,137.03
1730968200,137.03,137.03
1730969100,137.03,137.03
1730970000,137.03,137.03
1730970900,117.44,117.44
1730971800,117.44,117.44
1730972700,117.44,117.44
1730973600,117.44,117.44
1730974500,117.51,117.51
1730975400,117.51,117.51
1730976300,117.51,117.51
1730977200,117.51,117.51
1730978100,114.94,114.94
1730979000,114.94,114.94
1730979900,114.94,114.94
1730980800,114.94,114.94
1730981700,107.66,107.66
1730982600,107.66,107.66
1730983500,107.66,107.66
1730984400,107.66,107.66
1730985300,111.71,111.71
1730986200,111.71,111.71
1730987100,111.71,111.71
1730988000,111.71,111.71
1730988900,104.64,104.64
1730989800,104.64,104.64
1730990700,104.64,104.64
1730991600,104.64,104.64
