ts,temp,real_feel_temp,real_feel_temp_shade,rel_hum,dew_point,wind_dir,wind_spd,wind_gust_spd,uv_idx,vis,cld_cvr,ceiling,pressure,appr_temp,wind_chill_temp,wet_bulb_temp,precip_1h,location,cloud,temp_max,temp_min,humidity,ground_press,wind_speed,rain,snow
1729902643,16.96,,,,,80.0,,,,,,,,,,,,Cheju-do,100.0,16.96,16.96,83.0,1020.0,7.2,0.31,0.0
1729904469,17.28,,,,,74.0,,,,,,,,,,,,Cheju-do,100.0,17.28,17.28,91.0,1020.0,7.54,0.31,0.0
1729906286,16.96,,,,,90.0,,,,,,,,,,,,Cheju-do,100.0,16.96,16.96,83.0,1020.0,5.66,0.52,0.0
1729908083,17.24,,,,,71.0,,,,,,,,,,,,Cheju-do,100.0,17.24,17.24,90.0,1020.0,7.24,0.52,0.0
1729909853,17.96,,,,,80.0,,,,,,,,,,,,Cheju-do,100.0,17.96,17.96,78.0,1019.0,7.72,0.48,0.0
1729911660,17.2,,,,,77.0,,,,,,,,,,,,Cheju-do,100.0,17.2,17.2,90.0,1019.0,7.23,0.48,0.0
1729913443,17.96,,,,,80.0,,,,,,,,,,,,Cheju-do,100.0,17.96,17.96,78.0,1019.0,7.72,0.69,0.0
1729915273,17.29,,,,,75.0,,,,,,,,,,,,Cheju-do,100.0,17.29,17.29,90.0,1019.0,6.88,0.69,0.0
1729917039,16.96,,,,,80.0,,,,,,,,,,,,Cheju-do,75.0,16.96,16.96,83.0,1017.0,7.2,0.5,0.0
1729918874,17.44,,,,,83.0,,,,,,,,,,,,Cheju-do,100.0,17.44,17.44,88.0,1017.0,7.97,0.5,0.0
1729920650,19.96,,,,,80.0,,,,,,,,,,,,Cheju-do,75.0,19.96,19.96,73.0,1017.0,6.69,0.19,0.0
1729922476,17.74,,,,,84.0,,,,,,,,,,,,Cheju-do,100.0,17.74,17.74,87.0,1017.0,6.26,0.21,0.0
1729924246,18.96,,,,,90.0,,,,,,,,,,,,Cheju-do,75.0,18.96,18.96,78.0,1017.0,7.2,0.58,0.0
1729926062,17.52,,,,,87.0,,,,,,,,,,,,Cheju-do,100.0,17.52,17.52,89.0,1017.0,7.4,0.58,0.0
1729927862,18.96,,,,,90.0,,,,,,,,,,,,Cheju-do,75.0,18.96,18.96,78.0,1017.0,8.23,0.0,0.0
1729929678,17.5,,,,,88.0,,,,,,,,,,,,Cheju-do,100.0,17.5,17.5,89.0,1017.0,6.65,0.0,0.0
1729931440,17.96,,,,,80.0,,,,,,,,,,,,Cheju-do,75.0,17.96,17.96,83.0,1018.0,8.23,0.0,0.0
1729933267,17.49,,,,,74.0,,,,,,,,,,,,Cheju-do,100.0,17.49,17.49,90.0,1018.0,5.61,0.0,0.0
1729935043,16.96,,,,,90.0,,,,,,,,,,,,Cheju-do,100.0,16.96,16.96,88.0,1018.0,6.17,0.42,0.0
1729936866,17.33,,,,,66.0,,,,,,,,,,,,Cheju-do,100.0,17.33,17.33,91.0,1018.0,5.92,0.42,0.0
1729938640,16.96,,,,,90.0,,,,,,,,,,,,Cheju-do,100.0,16.96,16.96,83.0,1018.0,7.2,0.58,0.0
1729940466,17.34,,,,,76.0,,,,,,,,,,,,Cheju-do,100.0,17.34,17.34,91.0,1018.0,6.52,0.58,0.0
1729942237,16.96,,,,,90.0,,,,,,,,,,,,Cheju-do,100.0,16.96,16.96,83.0,1018.0,6.17,0.23,0.0
1729944073,17.29,,,,,72.0,,,,,,,,,,,,Cheju-do,96.0,17.29,17.29,90.0,1018.0,6.61,0.0,0.0
1729945849,16.96,,,,,90.0,,,,,,,,,,,,Cheju-do,75.0,16.96,16.96,83.0,1018.0,6.17,0.0,0.0
1729947671,17.18,,,,,77.0,,,,,,,,,,,,Cheju-do,100.0,17.18,17.18,91.0,1018.0,6.77,0.0,0.0
1729949450,17.96,,,,,90.0,,,,,,,,,,,,Cheju-do,75.0,17.96,17.96,78.0,1018.0,7.2,0.0,0.0
1729951277,17.21,,,,,82.0,,,,,,,,,,,,Cheju-do,100.0,17.21,17.21,90.0,1018.0,6.41,0.0,0.0
1729953039,16.96,,,,,100.0,,,,,,,,,,,,Cheju-do,75.0,16.96,16.96,83.0,1017.0,5.14,0.0,0.0
1729868471,20.92,,,,,90.0,,,,,,,,,,,,Jeju,91.0,20.92,20.92,84.0,1021.0,8.1,0.0,0.0
1729870253,20.96,,,,,80.0,,,,,,,,,,,,Jeju,40.0,20.96,20.96,78.0,1021.0,6.69,0.0,0.0
1729872071,20.98,,,,,88.0,,,,,,,,,,,,Jeju,93.0,20.98,20.98,84.0,1021.0,7.29,0.0,0.0
1729873842,20.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,78.0,1021.0,5.14,0.0,0.0
1729875665,21.01,,,,,89.0,,,,,,,,,,,,Jeju,95.0,21.01,21.01,85.0,1021.0,6.68,0.0,0.0
1729877463,20.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,78.0,1020.0,7.2,0.0,0.0
1729879268,20.7,,,,,86.0,,,,,,,,,,,,Jeju,85.0,20.7,20.7,85.0,1020.0,7.36,0.0,0.0
1729881046,20.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,78.0,1020.0,6.69,0.0,0.0
1729882863,20.73,,,,,87.0,,,,,,,,,,,,Jeju,100.0,20.73,20.73,86.0,1020.0,7.21,0.0,0.0
1729884639,20.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,78.0,1020.0,7.72,0.0,0.0
1729886469,20.8,,,,,85.0,,,,,,,,,,,,Jeju,100.0,20.8,20.8,86.0,1020.0,7.54,0.0,0.0
1729888147,20.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,78.0,1020.0,7.72,0.0,0.0
1729890066,20.79,,,,,79.0,,,,,,,,,,,,Jeju,100.0,20.79,20.79,86.0,1020.0,7.8,0.0,0.0
1729891866,20.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,78.0,1020.0,6.69,0.0,0.0
1729893674,20.7,,,,,86.0,,,,,,,,,,,,Jeju,100.0,20.7,20.7,87.0,1020.0,8.53,0.0,0.0
1729895438,20.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,83.0,1021.0,7.2,0.0,0.0
1729897249,20.95,,,,,91.0,,,,,,,,,,,,Jeju,100.0,20.95,20.95,86.0,1021.0,6.81,0.0,0.0
1729899047,20.96,,,,,60.0,,,,,,,,,,,,Jeju,100.0,20.96,20.96,83.0,1020.0,7.2,0.0,0.0
1729900578,20.96,,,,,60.0,,,,,,,,,,,,Jeju,100.0,20.96,20.96,83.0,1020.0,7.2,0.0,0.0
1729902643,20.96,,,,,80.0,,,,,,,,,,,,Jeju,100.0,20.96,20.96,83.0,1020.0,7.2,0.0,0.0
1729904470,21.18,,,,,77.0,,,,,,,,,,,,Jeju,100.0,21.18,21.18,89.0,1020.0,7.7,0.0,0.0
1729906286,20.96,,,,,90.0,,,,,,,,,,,,Jeju,100.0,20.96,20.96,83.0,1020.0,5.66,0.29,0.0
1729908084,21.12,,,,,77.0,,,,,,,,,,,,Jeju,100.0,21.12,21.12,89.0,1020.0,7.41,0.29,0.0
1729909854,21.96,,,,,80.0,,,,,,,,,,,,Jeju,100.0,21.96,21.96,78.0,1019.0,7.72,0.25,0.0
1729911660,21.12,,,,,83.0,,,,,,,,,,,,Jeju,100.0,21.12,21.12,89.0,1019.0,7.64,0.25,0.0
1729913443,21.96,,,,,80.0,,,,,,,,,,,,Jeju,100.0,21.96,21.96,78.0,1019.0,7.72,0.26,0.0
1729915273,21.31,,,,,82.0,,,,,,,,,,,,Jeju,100.0,21.31,21.31,87.0,1019.0,6.95,0.26,0.0
1729917039,20.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,83.0,1017.0,7.2,0.18,0.0
1729918874,21.43,,,,,88.0,,,,,,,,,,,,Jeju,100.0,21.43,21.43,87.0,1017.0,8.26,0.18,0.0
1729920650,23.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,23.96,23.96,73.0,1017.0,6.69,0.0,0.0
1729922476,21.75,,,,,90.0,,,,,,,,,,,,Jeju,100.0,21.75,21.75,85.0,1018.0,6.25,0.12,0.0
1729924246,22.96,,,,,90.0,,,,,,,,,,,,Jeju,75.0,22.96,22.96,78.0,1017.0,7.2,0.22,0.0
1729926062,21.5,,,,,93.0,,,,,,,,,,,,Jeju,100.0,21.5,21.5,86.0,1017.0,7.43,0.22,0.0
1729927862,22.96,,,,,90.0,,,,,,,,,,,,Jeju,75.0,22.96,22.96,78.0,1017.0,8.23,0.0,0.0
1729929679,21.5,,,,,95.0,,,,,,,,,,,,Jeju,100.0,21.5,21.5,87.0,1017.0,6.67,0.0,0.0
1729931441,21.96,,,,,80.0,,,,,,,,,,,,Jeju,75.0,21.96,21.96,83.0,1018.0,8.23,0.0,0.0
1729933267,21.41,,,,,77.0,,,,,,,,,,,,Jeju,100.0,21.41,21.41,88.0,1018.0,5.57,0.0,0.0
1729935043,20.96,,,,,90.0,,,,,,,,,,,,Jeju,100.0,20.96,20.96,88.0,1019.0,6.17,0.47,0.0
1729936866,21.1,,,,,69.0,,,,,,,,,,,,Jeju,100.0,21.1,21.1,90.0,1019.0,6.29,0.47,0.0
1729938640,20.96,,,,,90.0,,,,,,,,,,,,Jeju,100.0,20.96,20.96,83.0,1018.0,7.2,0.6,0.0
1729940467,21.15,,,,,80.0,,,,,,,,,,,,Jeju,100.0,21.15,21.15,90.0,1018.0,6.98,0.6,0.0
1729942237,20.96,,,,,90.0,,,,,,,,,,,,Jeju,100.0,20.96,20.96,83.0,1018.0,6.17,0.2,0.0
1729944073,21.15,,,,,78.0,,,,,,,,,,,,Jeju,95.0,21.15,21.15,89.0,1018.0,6.78,0.0,0.0
1729945849,20.96,,,,,90.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,83.0,1018.0,6.17,0.0,0.0
1729947671,21.02,,,,,83.0,,,,,,,,,,,,Jeju,100.0,21.02,21.02,90.0,1018.0,6.97,0.0,0.0
1729949451,21.96,,,,,90.0,,,,,,,,,,,,Jeju,75.0,21.96,21.96,78.0,1018.0,7.2,0.0,0.0
1729951277,21.07,,,,,89.0,,,,,,,,,,,,Jeju,100.0,21.07,21.07,90.0,1018.0,6.54,0.0,0.0
1729953039,20.96,,,,,100.0,,,,,,,,,,,,Jeju,75.0,20.96,20.96,83.0,1017.0,5.14,0.0,0.0
1729954920,21.1,22.1,22.1,87.0,18.9,45.0,3.2,17.3,0.0,14.5,44.0,10363.0,1016.6,21.7,21.1,19.7,0.0,Ilgwa-ri,,,,,,,,
1729958520,21.2,20.0,20.0,86.0,18.8,90.0,5.4,6.6,0.0,22.5,92.0,2042.0,1016.6,21.7,21.1,19.7,1.0,Ilgwa-ri,,,,,,,,
1729962180,21.2,21.3,21.3,85.0,18.7,68.0,4.3,20.6,0.0,14.5,91.0,2042.0,1016.9,21.7,21.1,19.7,0.1,Ilgwa-ri,,,,,,,,
1729965780,20.0,19.1,19.1,94.0,19.0,338.0,4.3,22.5,0.0,16.1,100.0,2042.0,1016.9,20.6,20.0,19.4,2.3,Ilgwa-ri,,,,,,,,
1729969200,21.0,19.9,19.9,89.0,19.1,68.0,6.1,9.8,0.0,11.3,97.0,2012.0,1017.3,21.7,21.1,19.8,2.3,Ilgwa-ri,,,,,,,,
1729972920,21.7,20.2,20.2,84.0,18.8,338.0,7.6,20.3,0.0,16.1,99.0,2012.0,1017.3,22.2,21.7,19.8,0.6,Ilgwa-ri,,,,,,,,
1729976520,21.4,20.2,20.2,85.0,18.8,0.0,5.8,19.5,0.0,16.1,97.0,549.0,1017.6,22.2,21.7,19.8,0.6,Ilgwa-ri,,,,,,,,
1729979820,19.6,19.1,19.1,96.0,18.9,68.0,2.2,12.4,0.0,9.7,91.0,61.0,1015.0,20.6,19.4,19.2,0.7,Ilgwa-ri,,,,,,,,
1729980180,20.2,19.8,19.8,92.0,18.9,68.0,2.2,12.4,0.0,9.7,91.0,549.0,1017.3,20.0,20.0,19.4,0.7,Ilgwa-ri,,,,,,,,
1729983420,19.7,19.7,19.7,97.0,19.2,90.0,3.6,19.1,0.0,8.0,100.0,549.0,1015.0,20.6,19.4,19.7,0.3,Ilgwa-ri,,,,,,,,
1729987020,19.8,19.6,19.6,96.0,19.2,68.0,3.2,18.1,0.0,6.4,100.0,549.0,1015.0,20.6,20.0,19.5,1.3,Ilgwa-ri,,,,,,,,
1729987380,19.8,19.7,19.7,96.0,19.2,68.0,3.2,18.1,0.0,6.4,100.0,549.0,1016.6,20.6,20.0,19.5,1.3,Ilgwa-ri,,,,,,,,
1729990920,22.0,22.9,22.9,88.0,19.9,315.0,2.2,10.8,1.0,4.8,100.0,549.0,1015.0,22.8,22.2,20.6,1.0,Ilgwa-ri,,,,,,,,
1729994220,19.9,18.4,18.4,97.0,19.4,0.0,10.8,22.3,1.0,4.8,100.0,549.0,1015.0,20.6,20.0,19.9,2.9,Ilgwa-ri,,,,,,,,
1729994520,21.4,20.0,20.0,88.0,19.4,0.0,10.8,22.3,1.0,4.8,100.0,549.0,1015.9,22.2,21.7,20.1,2.9,Ilgwa-ri,,,,,,,,
1729998120,21.2,18.7,18.7,85.0,18.5,45.0,15.9,21.2,1.0,4.8,98.0,549.0,1015.2,21.7,21.1,19.5,3.5,Ilgwa-ri,,,,,,,,
1730001360,19.1,16.3,16.3,92.0,17.7,203.0,16.6,22.3,1.0,8.0,100.0,549.0,1015.0,20.0,18.9,18.2,4.8,Ilgwa-ri,,,,,,,,
1730001720,20.2,17.3,17.3,86.0,17.7,203.0,16.6,22.3,1.0,8.0,100.0,549.0,1014.9,20.0,20.0,18.7,4.8,Ilgwa-ri,,,,,,,,
1730005320,19.8,17.5,17.5,88.0,17.8,338.0,15.5,15.5,1.0,8.0,100.0,549.0,1014.9,20.0,20.0,18.5,1.3,Ilgwa-ri,,,,,,,,
1730008920,18.3,16.5,16.5,93.0,17.2,0.0,12.6,14.4,1.0,9.7,100.0,1981.0,1014.6,20.6,18.3,17.7,0.8,Ilgwa-ri,,,,,,,,
1730012520,18.5,15.7,15.7,89.0,16.7,23.0,14.4,20.8,0.0,8.0,100.0,518.0,1014.6,20.0,18.3,17.4,1.6,Ilgwa-ri,,,,,,,,
1730016120,18.4,15.9,15.9,88.0,16.5,338.0,15.5,15.5,0.0,16.1,100.0,518.0,1014.6,20.0,18.3,17.3,0.4,Ilgwa-ri,,,,,,,,
1730019720,18.4,15.5,15.5,89.0,16.5,0.0,11.5,11.5,0.0,16.1,100.0,549.0,1014.6,20.0,18.3,17.2,0.7,Ilgwa-ri,,,,,,,,
1730023320,18.1,15.2,15.2,89.0,16.3,0.0,14.4,20.7,0.0,20.9,100.0,549.0,1014.2,20.0,18.3,17.0,0.8,Ilgwa-ri,,,,,,,,
1730026920,17.9,15.4,15.4,92.0,16.6,338.0,12.3,12.3,0.0,14.5,100.0,549.0,1013.5,18.9,17.8,17.1,1.0,Ilgwa-ri,,,,,,,,
1730030580,17.6,16.3,16.3,87.0,15.4,23.0,10.5,15.2,0.0,14.5,73.0,1981.0,1013.2,18.9,17.8,16.3,0.1,Ilgwa-ri,,,,,,,,
1730034120,17.3,15.8,15.8,88.0,15.2,23.0,8.3,18.1,0.0,22.5,100.0,1981.0,1012.9,18.9,17.2,16.1,0.5,Ilgwa-ri,,,,,,,,
1730037360,17.3,15.2,15.2,80.0,13.8,45.0,14.4,15.0,0.0,16.1,54.0,1981.0,1014.0,18.9,17.2,15.3,0.0,Ilgwa-ri,,,,,,,,
1730037720,17.6,15.5,15.5,79.0,13.8,45.0,14.4,15.0,0.0,16.1,54.0,1981.0,1012.5,18.9,17.8,15.4,0.0,Ilgwa-ri,,,,,,,,
1729954920,18.7,16.7,16.7,81.0,15.5,248.0,20.4,22.7,0.0,16.1,41.0,9754.0,1016.9,20.0,18.9,16.7,0.0,Geumak-ri,,,,,,,,
1729958520,19.0,16.1,16.1,81.0,15.7,68.0,10.6,12.4,0.0,20.9,88.0,9144.0,1016.9,20.0,18.9,17.0,1.0,Geumak-ri,,,,,,,,
1729962180,19.3,17.1,17.1,78.0,15.4,135.0,24.7,27.2,0.0,16.1,91.0,2042.0,1016.9,20.0,19.4,17.0,0.0,Geumak-ri,,,,,,,,
1729965780,19.5,15.6,15.6,78.0,15.5,45.0,26.8,29.5,0.0,16.1,100.0,2042.0,1017.3,20.0,19.4,17.1,1.1,Geumak-ri,,,,,,,,
1729969200,18.5,15.3,15.3,84.0,15.7,90.0,13.4,15.5,0.0,14.5,97.0,2012.0,1017.3,20.0,18.3,16.8,1.1,Geumak-ri,,,,,,,,
1729972920,18.8,15.6,15.6,83.0,15.8,180.0,24.6,27.1,0.0,16.1,99.0,2012.0,1017.6,20.0,18.9,17.0,0.3,Geumak-ri,,,,,,,,
1729976520,19.0,15.8,15.8,83.0,15.9,90.0,22.9,25.2,0.0,16.1,95.0,549.0,1018.0,20.0,18.9,17.1,0.3,Geumak-ri,,,,,,,,
1729979820,19.0,15.9,15.9,83.0,16.1,68.0,13.5,15.9,0.0,14.5,94.0,61.0,1015.0,20.0,18.9,17.2,0.8,Geumak-ri,,,,,,,,
1729983420,19.1,15.5,15.5,81.0,15.9,180.0,22.8,25.1,0.0,6.4,100.0,549.0,1015.0,20.0,18.9,17.2,0.6,Geumak-ri,,,,,,,,
1729987020,18.6,15.4,15.4,86.0,16.2,180.0,19.1,23.2,0.0,4.8,100.0,549.0,1015.0,20.0,18.9,17.1,1.2,Geumak-ri,,,,,,,,
1729990920,19.6,17.4,17.4,87.0,17.4,68.0,13.3,15.4,1.0,6.4,100.0,549.0,1015.0,20.0,19.4,18.2,1.1,Geumak-ri,,,,,,,,
1729994520,19.4,15.4,15.4,82.0,16.2,158.0,26.9,29.6,1.0,3.2,100.0,549.0,1015.9,20.0,19.4,17.4,2.6,Geumak-ri,,,,,,,,
1729998120,19.0,15.7,15.7,84.0,16.2,0.0,25.1,27.6,1.0,3.2,97.0,549.0,1015.6,20.0,18.9,17.3,2.4,Geumak-ri,,,,,,,,
1730001720,17.8,14.0,14.0,94.0,16.8,68.0,21.0,24.5,1.0,9.7,100.0,549.0,1015.2,19.4,17.8,17.2,4.4,Geumak-ri,,,,,,,,
1730005320,17.3,14.7,14.7,93.0,16.2,338.0,15.0,16.5,1.0,6.4,100.0,549.0,1014.9,19.4,17.2,16.7,2.0,Geumak-ri,,,,,,,,
1730008920,15.8,12.3,12.3,94.0,14.9,203.0,17.0,18.7,0.0,9.7,100.0,518.0,1014.6,19.4,15.6,15.3,0.8,Geumak-ri,,,,,,,,
1730012520,15.8,12.4,12.4,99.0,15.6,68.0,16.0,18.9,0.0,8.0,100.0,518.0,1014.6,19.4,15.6,15.8,1.9,Geumak-ri,,,,,,,,
1730016120,15.6,12.5,12.5,95.0,14.8,45.0,16.1,17.7,0.0,16.1,100.0,549.0,1014.6,19.4,15.6,15.1,0.3,Geumak-ri,,,,,,,,
1730019720,15.4,12.9,12.9,91.0,14.0,315.0,9.7,10.7,0.0,16.1,100.0,549.0,1014.9,18.9,15.6,14.6,0.9,Geumak-ri,,,,,,,,
1730023320,16.0,12.4,12.4,88.0,14.1,68.0,15.4,18.2,0.0,17.7,100.0,549.0,1014.2,18.9,16.1,14.9,0.6,Geumak-ri,,,,,,,,
1730026920,15.5,13.0,13.0,89.0,13.7,68.0,9.6,10.6,0.0,16.1,100.0,549.0,1013.9,18.9,15.6,14.4,1.2,Geumak-ri,,,,,,,,
1730030580,15.1,11.6,11.6,89.0,13.3,225.0,17.2,19.1,0.0,16.1,73.0,1981.0,1013.5,18.3,15.0,14.1,0.1,Geumak-ri,,,,,,,,
1730034120,15.5,12.4,12.4,83.0,12.6,68.0,15.2,17.9,0.0,20.9,100.0,1981.0,1012.9,18.9,15.6,13.9,0.4,Geumak-ri,,,,,,,,
1730037720,15.0,12.3,12.3,75.0,10.7,180.0,15.8,17.7,0.0,16.1,62.0,1981.0,1012.5,16.1,15.0,12.7,0.0,Geumak-ri,,,,,,,,
1729954920,23.8,23.9,23.9,72.0,18.6,315.0,7.2,18.2,0.0,48.3,56.0,10363.0,1016.0,25.6,23.9,20.4,0.0,Yongsu-ri,,,,,,,,
1729958160,20.8,21.3,21.3,85.0,18.3,338.0,3.7,5.2,0.0,24.1,100.0,1676.0,1017.0,20.0,20.6,19.2,0.0,Yongsu-ri,,,,,,,,
1729958520,20.8,21.2,21.2,86.0,18.3,338.0,3.7,5.2,0.0,24.1,100.0,823.0,1016.6,20.0,20.6,19.2,0.0,Yongsu-ri,,,,,,,,
1729961760,20.8,19.3,19.3,86.0,18.3,23.0,10.5,21.7,0.0,14.5,96.0,823.0,1017.0,20.0,20.6,19.2,0.2,Yongsu-ri,,,,,,,,
1729962180,23.1,21.6,21.6,74.0,18.3,23.0,10.5,21.7,0.0,3.2,96.0,2042.0,1016.4,23.9,23.3,20.1,0.2,Yongsu-ri,,,,,,,,
1729965780,20.5,19.0,19.0,88.0,18.4,113.0,5.8,23.8,0.0,20.9,100.0,2042.0,1016.8,20.0,20.6,19.2,1.3,Yongsu-ri,,,,,,,,
1729969200,21.4,19.6,19.6,82.0,18.2,45.0,7.4,9.0,0.0,35.4,100.0,1829.0,1017.3,22.2,21.7,19.4,1.3,Yongsu-ri,,,,,,,,
1729972920,21.7,20.0,20.0,81.0,18.3,68.0,7.2,21.4,0.0,25.7,100.0,2012.0,1017.3,22.2,21.7,19.5,0.6,Yongsu-ri,,,,,,,,
1729976520,21.1,19.3,19.3,87.0,18.8,23.0,10.8,20.4,0.0,27.4,96.0,549.0,1017.2,21.7,21.1,19.7,0.6,Yongsu-ri,,,,,,,,
1729979820,20.2,19.8,19.8,90.0,18.5,23.0,11.1,13.1,0.0,6.4,88.0,1219.0,1015.0,20.0,20.0,19.1,0.0,Yongsu-ri,,,,,,,,
1729980180,21.0,20.7,20.7,85.0,18.5,23.0,11.1,13.1,0.0,32.2,88.0,1128.0,1017.4,21.7,21.1,19.4,0.0,Yongsu-ri,,,,,,,,
1729983420,19.4,17.4,17.4,93.0,18.3,90.0,10.8,20.0,0.0,32.2,100.0,1128.0,1017.4,20.6,19.4,18.7,0.6,Yongsu-ri,,,,,,,,
1729983780,20.6,18.7,18.7,87.0,18.3,90.0,10.8,20.0,0.0,12.9,100.0,549.0,1017.3,20.0,20.6,19.2,0.6,Yongsu-ri,,,,,,,,
1729987020,19.5,17.5,17.5,90.0,17.9,90.0,10.5,18.7,0.0,12.9,100.0,549.0,1017.3,20.0,19.4,18.5,0.8,Yongsu-ri,,,,,,,,
1729990920,20.8,20.4,20.4,90.0,19.1,90.0,9.3,10.7,1.0,27.4,100.0,549.0,1016.2,20.0,20.6,19.7,1.8,Yongsu-ri,,,,,,,,
1729994520,20.9,18.9,18.9,84.0,18.1,45.0,15.1,23.1,1.0,6.4,100.0,549.0,1015.8,21.7,21.1,19.1,2.5,Yongsu-ri,,,,,,,,
1729998120,20.5,16.4,16.4,84.0,17.8,68.0,25.2,25.2,1.0,6.4,99.0,549.0,1015.5,20.0,20.6,18.8,9.3,Yongsu-ri,,,,,,,,
1730001360,18.5,15.8,15.8,96.0,17.8,45.0,22.2,24.3,1.0,8.0,100.0,549.0,1015.0,20.6,18.3,18.1,3.2,Yongsu-ri,,,,,,,,
1730001720,20.2,17.5,17.5,86.0,17.8,45.0,22.2,24.3,1.0,25.7,100.0,914.0,1014.5,20.0,20.0,18.7,3.2,Yongsu-ri,,,,,,,,
1730005320,20.5,17.7,17.7,84.0,17.8,23.0,21.3,21.3,1.0,14.5,100.0,549.0,1014.3,20.0,20.6,18.8,2.1,Yongsu-ri,,,,,,,,
1730008920,20.2,17.7,17.7,85.0,17.6,23.0,15.5,15.5,0.0,4.8,100.0,518.0,1014.8,20.0,20.0,18.6,1.1,Yongsu-ri,,,,,,,,
1730012160,17.7,14.2,14.2,94.0,16.8,45.0,22.2,23.7,0.0,6.4,100.0,2286.0,1013.0,19.4,17.8,17.2,1.7,Yongsu-ri,,,,,,,,
1730012520,19.4,16.1,16.1,85.0,16.8,45.0,22.2,23.7,0.0,2.8,100.0,1402.0,1014.5,20.0,19.4,17.8,1.7,Yongsu-ri,,,,,,,,
1730015760,18.7,15.5,15.5,99.0,18.5,45.0,39.3,39.3,0.0,2.8,98.0,1402.0,1014.5,20.6,18.9,18.7,0.3,Yongsu-ri,,,,,,,,
1730016120,19.3,16.0,16.0,95.0,18.5,45.0,39.3,39.3,0.0,1.4,98.0,549.0,1014.4,20.6,19.4,18.8,0.3,Yongsu-ri,,,,,,,,
1730019720,19.6,16.2,16.2,92.0,18.2,135.0,27.0,27.0,0.0,1.6,100.0,549.0,1014.5,20.0,19.4,18.7,0.6,Yongsu-ri,,,,,,,,
1730023320,19.4,16.9,16.9,81.0,16.0,68.0,22.2,23.6,0.0,1.6,100.0,640.0,1014.5,20.0,19.4,17.4,0.0,Yongsu-ri,,,,,,,,
1730026920,18.9,15.1,15.1,96.0,18.2,248.0,34.6,34.6,0.0,2.4,100.0,549.0,1014.2,20.6,18.9,18.5,0.6,Yongsu-ri,,,,,,,,
1730030580,18.5,16.2,16.2,94.0,17.5,45.0,15.9,15.9,0.0,6.4,52.0,1981.0,1013.8,20.6,18.3,17.9,0.2,Yongsu-ri,,,,,,,,
1730033760,17.5,14.4,14.4,85.0,14.9,45.0,18.5,20.0,0.0,24.1,100.0,1676.0,1014.0,18.9,17.8,16.0,0.3,Yongsu-ri,,,,,,,,
1730034120,18.2,15.2,15.2,81.0,14.9,45.0,18.5,20.0,0.0,6.4,100.0,1890.0,1013.3,20.0,18.3,16.2,0.3,Yongsu-ri,,,,,,,,
1730037720,17.8,15.5,15.5,98.0,17.5,90.0,20.2,20.2,0.0,14.5,58.0,1981.0,1012.0,19.4,17.8,17.8,0.1,Yongsu-ri,,,,,,,,
1729954920,21.0,21.1,21.1,85.0,18.5,90.0,6.8,17.5,0.0,16.1,54.0,579.0,1017.3,21.7,21.1,19.4,0.0,Hacheon-ri,,,,,,,,
1729958520,21.1,21.3,21.3,85.0,18.5,68.0,6.1,14.1,0.0,24.1,86.0,1189.0,1017.3,21.7,21.1,19.5,0.0,Hacheon-ri,,,,,,,,
1729962180,21.1,20.5,20.5,85.0,18.6,90.0,9.0,20.7,0.0,16.1,100.0,579.0,1017.3,21.7,21.1,19.5,0.1,Hacheon-ri,,,,,,,,
1729965780,21.1,20.9,20.9,86.0,18.6,68.0,9.7,22.4,0.0,16.1,91.0,579.0,1017.3,21.7,21.1,19.5,0.0,Hacheon-ri,,,,,,,,
1729969200,21.3,21.1,21.1,86.0,18.8,90.0,10.8,13.8,0.0,24.1,99.0,579.0,1017.3,21.7,21.1,19.7,0.0,Hacheon-ri,,,,,,,,
1729972920,21.4,20.0,20.0,86.0,19.0,68.0,7.9,20.4,0.0,16.1,100.0,549.0,1017.6,22.2,21.7,19.9,1.0,Hacheon-ri,,,,,,,,
1729976520,19.3,18.0,18.0,99.0,19.1,45.0,7.6,19.5,0.0,16.1,89.0,549.0,1018.0,20.6,19.4,19.3,0.7,Hacheon-ri,,,,,,,,
1729979820,19.7,18.5,18.5,94.0,18.8,45.0,10.1,10.1,0.0,17.7,99.0,61.0,1015.0,20.6,19.4,19.1,0.4,Hacheon-ri,,,,,,,,
1729983420,19.5,17.9,17.9,96.0,18.8,45.0,9.0,19.3,0.0,8.0,100.0,549.0,1015.0,20.6,19.4,19.1,0.7,Hacheon-ri,,,,,,,,
1729987020,19.5,18.3,18.3,96.0,18.8,68.0,7.9,18.6,0.0,8.0,100.0,549.0,1015.0,20.6,19.4,19.1,0.7,Hacheon-ri,,,,,,,,
