ts,공급능력(kW),현재 수요(kW),태양광 발전량kW),풍력 발전량(kW),신재생 발전량 총합(kW),공급 예비력(kW),운영 예비력(kW)
1729948200,1045000.0,659000.0,0.0,74538.3,88082.5,381000.0,251000.0
1729948500,1048000.0,659000.0,0.0,77277.1,90843.0,384000.0,255000.0
1729948800,1050000.0,656000.0,0.0,76891.4,92324.8,389000.0,261000.0
1729949100,1045000.0,652000.0,0.0,75463.7,87987.7,389000.0,257000.0
1729949400,1048000.0,652000.0,0.0,74992.8,90023.5,392000.0,263000.0
1729949700,1042000.0,646000.0,0.0,71411.7,84888.6,391000.0,258000.0
1729950000,1040000.0,644000.0,0.0,69530.0,82300.9,392000.0,261000.0
1729950300,1039000.0,642000.0,0.0,67347.7,81780.8,392000.0,263000.0
1729950600,1040000.0,643000.0,0.0,70080.9,82424.7,392000.0,263000.0
1729950900,1040000.0,641000.0,0.0,70298.6,82702.5,394000.0,265000.0
1729951200,1040000.0,642000.0,0.0,69257.8,84634.8,394000.0,266000.0
1729951500,1042000.0,642000.0,0.0,68120.9,81125.7,395000.0,264000.0
1729951800,1041000.0,639000.0,0.0,66366.2,79629.1,397000.0,267000.0
1729952100,1039000.0,634000.0,0.0,63915.4,77759.9,400000.0,270000.0
1729952400,1036000.0,633000.0,0.0,62325.0,74493.9,399000.0,268000.0
1729952700,1035000.0,632000.0,0.0,59019.9,73442.8,398000.0,270000.0
1729953000,1036000.0,627000.0,0.0,62835.9,75212.0,404000.0,275000.0
1729953300,1035000.0,621000.0,0.0,61782.9,73931.8,409000.0,276000.0
1729953600,1032000.0,621000.0,0.0,58300.5,71108.4,406000.0,275000.0
1729953900,1035000.0,615000.0,0.0,59083.8,72253.4,414000.0,283000.0
1729954200,1036000.0,613000.0,0.0,61423.8,74313.1,417000.0,287000.0
1729954800,1036000.0,601000.0,0.0,60753.9,74630.0,430000.0,199000.0
1729955100,1029000.0,601000.0,0.0,55191.5,67141.3,423000.0,191000.0
1729955400,1035000.0,597000.0,0.0,62192.8,74152.2,433000.0,203000.0
1729955700,1033000.0,593000.0,0.0,58194.3,72352.1,435000.0,201000.0
1729956000,1030000.0,589000.0,0.0,55190.0,68236.2,436000.0,205000.0
1729956300,1026000.0,588000.0,0.0,52861.2,65133.2,433000.0,200000.0
1729956600,1030000.0,581000.0,0.0,56814.2,69085.2,444000.0,212000.0
1729956900,1028000.0,576000.0,0.0,52258.2,66748.4,447000.0,214000.0
1729957200,1025000.0,576000.0,0.0,51405.6,63909.8,444000.0,214000.0
1729957500,1033000.0,571000.0,0.0,59208.5,71453.0,458000.0,226000.0
1729957800,1035000.0,572000.0,0.0,62661.6,77042.5,459000.0,230000.0
1729958100,1033000.0,566000.0,0.0,59299.9,71662.4,462000.0,228000.0
1729958400,1040000.0,566000.0,0.0,66052.5,78398.3,470000.0,239000.0
1729958700,1039000.0,565000.0,0.0,63876.1,78313.7,469000.0,238000.0
1729959000,1036000.0,560000.0,0.0,61672.3,74816.9,471000.0,240000.0
1729959300,1039000.0,556000.0,0.0,62341.7,76665.0,478000.0,243000.0
1729959600,1037000.0,553000.0,0.0,62614.5,76214.5,479000.0,248000.0
1729959900,1036000.0,551000.0,0.0,62346.0,75023.6,480000.0,247000.0
1729960200,1033000.0,549000.0,0.0,58733.6,72235.1,478000.0,247000.0
1729960500,1038000.0,552000.0,0.0,63876.4,76817.1,480000.0,251000.0
1729960800,1039000.0,547000.0,0.0,63497.5,77359.0,487000.0,253000.0
1729961100,1036000.0,545000.0,0.0,61270.0,74280.9,486000.0,256000.0
1729961400,1039000.0,542000.0,0.0,65807.3,78745.2,492000.0,261000.0
1729961700,1039000.0,543000.0,0.0,62995.3,78159.1,491000.0,259000.0
1729962000,1039000.0,536000.0,0.0,64494.0,78458.8,498000.0,264000.0
1729962300,1039000.0,537000.0,0.0,65315.1,77778.4,497000.0,268000.0
1729962600,1039000.0,537000.0,0.0,63372.5,76723.0,498000.0,267000.0
1729962900,1032000.0,535000.0,0.0,57909.9,70919.8,493000.0,262000.0
1729963200,1032000.0,534000.0,0.0,57028.5,70114.6,493000.0,260000.0
1729963500,1032000.0,536000.0,0.0,58673.1,72257.3,492000.0,262000.0
1729963800,1031000.0,534000.0,0.0,57395.1,70436.7,493000.0,261000.0
1729964100,1031000.0,533000.0,0.0,54420.8,69414.2,494000.0,262000.0
1729964400,1026000.0,530000.0,0.0,51924.3,64116.1,491000.0,257000.0
1729964700,1023000.0,530000.0,0.0,48757.7,61040.3,488000.0,256000.0
1729965000,1028000.0,531000.0,0.0,51875.4,66839.7,492000.0,262000.0
1729965300,1022000.0,528000.0,0.0,48341.7,62197.3,490000.0,260000.0
1729965600,1021000.0,525000.0,0.0,48632.6,61008.5,491000.0,260000.0
1729965900,1020000.0,527000.0,0.0,44730.9,57949.6,488000.0,255000.0
1729966200,1020000.0,527000.0,0.0,45252.2,58568.1,489000.0,260000.0
1729966500,1019000.0,525000.0,0.0,45529.7,57651.5,489000.0,256000.0
1729966800,1014000.0,526000.0,0.0,40113.1,52256.6,483000.0,255000.0
1729967100,1010000.0,522000.0,0.0,32936.6,47337.7,483000.0,251000.0
1729967400,1002000.0,522000.0,0.0,26759.6,39971.1,475000.0,245000.0
1729967700,997000.0,523000.0,0.0,21829.9,34626.0,469000.0,238000.0
1729968000,995000.0,522000.0,0.0,17730.6,32998.1,468000.0,234000.0
1729968300,990000.0,520000.0,0.0,16399.3,28536.6,466000.0,230000.0
1729968600,988000.0,522000.0,0.0,14160.4,26320.2,462000.0,230000.0
1729968900,993000.0,524000.0,0.0,18952.5,31111.7,464000.0,232000.0
1729969200,993000.0,522000.0,0.0,19253.0,31389.0,467000.0,234000.0
1729969500,998000.0,520000.0,0.0,23382.3,35562.3,473000.0,237000.0
1729969800,1003000.0,522000.0,0.0,28114.8,40984.2,477000.0,245000.0
1729970100,1005000.0,521000.0,0.0,31684.2,43874.5,479000.0,248000.0
1729970400,1012000.0,523000.0,0.0,34615.5,49619.7,484000.0,251000.0
1729970700,1009000.0,520000.0,0.0,34966.0,47296.2,484000.0,249000.0
1729971000,1005000.0,526000.0,0.0,30576.5,42766.2,475000.0,242000.0
1729971300,1004000.0,525000.0,0.0,29936.0,42116.8,474000.0,242000.0
1729971600,1006000.0,523000.0,0.0,30102.4,43548.2,478000.0,244000.0
1729971900,1007000.0,524000.0,0.0,32395.4,44451.9,478000.0,245000.0
1729972200,1006000.0,527000.0,0.0,30495.8,44302.5,475000.0,243000.0
1729972500,1014000.0,524000.0,0.0,37314.4,51634.7,485000.0,251000.0
1729972800,1016000.0,528000.0,0.0,41671.1,53786.2,484000.0,254000.0
1729973100,1020000.0,527000.0,0.0,44524.5,58787.4,488000.0,259000.0
1729973400,1016000.0,526000.0,0.0,40232.3,54081.2,486000.0,251000.0
1729973700,1010000.0,529000.0,0.0,35382.7,47928.5,476000.0,243000.0
1729974000,1014000.0,529000.0,0.0,39204.0,52336.8,480000.0,247000.0
1729974300,1020000.0,531000.0,0.0,45582.4,57846.1,484000.0,250000.0
1729974600,1026000.0,530000.0,0.0,49955.2,64081.1,491000.0,259000.0
1729974900,1027000.0,532000.0,0.0,53049.6,65193.1,489000.0,257000.0
1729975200,1027000.0,537000.0,0.0,52143.9,64242.7,485000.0,253000.0
1729975500,1029000.0,535000.0,0.0,53816.4,66750.4,490000.0,254000.0
1729975800,1030000.0,538000.0,0.0,53338.7,68092.8,487000.0,252000.0
1729976100,1026000.0,542000.0,0.0,51221.0,63667.3,479000.0,247000.0
1729976400,1031000.0,545000.0,0.0,55248.7,69213.0,481000.0,248000.0
1729976700,1030000.0,547000.0,0.0,54738.7,67763.8,478000.0,245000.0
1729977000,1022000.0,551000.0,0.0,47618.9,59702.1,466000.0,232000.0
1729977300,1022000.0,546000.0,0.0,47435.3,59540.9,471000.0,237000.0
1729977600,1023000.0,552000.0,0.0,45763.6,61077.2,467000.0,235000.0
1729977900,1018000.0,553000.0,0.0,43390.8,56111.9,460000.0,228000.0
1729978200,1018000.0,554000.0,0.0,44008.0,56032.5,460000.0,228000.0
1729978500,1017000.0,556000.0,0.0,40221.7,54677.7,456000.0,223000.0
1729978800,1013000.0,558000.0,0.0,37610.7,50330.8,450000.0,218000.0
1729979100,1016000.0,553000.0,0.0,39786.3,54234.5,459000.0,227000.0
1729979400,1016000.0,555000.0,0.0,40347.7,53460.1,456000.0,225000.0
1729979700,1021000.0,557000.0,0.0,45351.4,58674.9,459000.0,227000.0
1729980000,1024000.0,561000.0,0.0,47112.3,61559.8,459000.0,225000.0
1729980300,1021000.0,564000.0,0.0,46526.5,59204.5,452000.0,218000.0
1729980600,1026000.0,565000.0,0.0,49959.1,64505.0,456000.0,223000.0
1729980900,1029000.0,569000.0,0.0,55425.0,67446.5,456000.0,222000.0
1729981200,1037000.0,572000.0,0.0,61360.8,75374.2,460000.0,227000.0
1729981500,1038000.0,574000.0,0.0,61970.0,75376.5,460000.0,228000.0
1729981800,1037000.0,577000.0,0.0,61374.5,74564.8,455000.0,222000.0
1729982100,1039000.0,579000.0,0.0,62446.2,76981.0,455000.0,221000.0
1729982400,1033000.0,582000.0,0.0,58247.9,71181.1,446000.0,215000.0
1729982700,1033000.0,583000.0,1147.01,58216.3,71598.6,446000.0,212000.0
1729983000,1039000.0,580000.0,1758.62,60620.1,76746.5,454000.0,220000.0
1729983300,1040000.0,582000.0,2323.15,61342.5,76702.1,453000.0,222000.0
1729983600,1036000.0,584000.0,3443.86,55804.2,74189.1,448000.0,212000.0
1729983900,1039000.0,590000.0,4857.34,58326.5,78141.2,445000.0,211000.0
1729984200,1041000.0,596000.0,6820.97,58838.0,79912.3,439000.0,208000.0
1729984500,1037000.0,600000.0,8471.42,53360.5,75698.2,432000.0,200000.0
1729984800,1037000.0,606000.0,9670.83,53526.8,75489.2,426000.0,192000.0
1729985100,1050000.0,614000.0,10623.4,63363.0,89401.8,431000.0,198000.0
1729985400,1048000.0,617000.0,10740.6,63706.3,87224.8,427000.0,192000.0
1729985700,1045000.0,612000.0,9275.95,62868.6,84299.0,428000.0,197000.0
1729986000,1046000.0,603000.0,7643.73,64248.6,86072.8,438000.0,204000.0
1729986300,1046000.0,604000.0,8732.03,61966.6,84845.3,436000.0,205000.0
1729986600,1045000.0,602000.0,11533.3,58007.6,82449.6,437000.0,204000.0
1729986900,1042000.0,608000.0,14598.8,53042.3,81223.8,430000.0,198000.0
1729987200,1045000.0,613000.0,17512.9,51641.8,83697.7,428000.0,194000.0
1729987500,1048000.0,617000.0,20597.8,54518.7,87400.1,426000.0,193000.0
1729987800,1053000.0,620000.0,21917.0,57695.2,93254.6,428000.0,197000.0
1729988100,1058000.0,620000.0,23436.7,60052.5,99111.8,433000.0,202000.0
1729988400,1061000.0,629000.0,25108.7,62044.4,100830.0,427000.0,198000.0
1729988700,1062000.0,634000.0,26464.1,62735.7,102506.0,424000.0,193000.0
1729989000,1063000.0,639000.0,27608.5,62913.5,103129.0,419000.0,190000.0
1729989300,1069000.0,642000.0,28035.9,66193.5,109801.0,422000.0,191000.0
1729989600,1073000.0,642000.0,27387.6,71358.0,113617.0,427000.0,196000.0
1729989900,1069000.0,643000.0,25340.4,69927.6,109371.0,421000.0,191000.0
1729990200,1075000.0,640000.0,23815.3,75805.1,115236.0,431000.0,198000.0
1729990500,1067000.0,638000.0,24007.0,70671.9,106746.0,424000.0,192000.0
1729990800,1070000.0,637000.0,24577.4,72311.7,110778.0,429000.0,198000.0
1729991100,1066000.0,637000.0,25101.5,70755.7,108014.0,425000.0,193000.0
1729991400,1073000.0,648000.0,26486.3,73483.7,115318.0,420000.0,190000.0
1729991700,1077000.0,649000.0,28538.5,77003.0,117762.0,423000.0,193000.0
1729992000,1081000.0,649000.0,29299.0,81593.1,123195.0,426000.0,196000.0
1729992300,1081000.0,647000.0,28769.9,82074.9,123138.0,429000.0,197000.0
1729992600,1079000.0,651000.0,28805.0,79548.8,122026.0,423000.0,194000.0
1729992900,1077000.0,650000.0,29767.2,78180.7,120278.0,422000.0,192000.0
1729993200,1081000.0,657000.0,30370.1,79925.4,123177.0,420000.0,189000.0
1729993500,1082000.0,650000.0,29539.4,79526.5,124027.0,428000.0,198000.0
1729993800,1079000.0,648000.0,29188.8,79278.5,120565.0,426000.0,192000.0
1729994100,1088000.0,645000.0,28548.9,86789.1,128546.0,438000.0,208000.0
1729994400,1093000.0,642000.0,29159.3,90761.8,134755.0,446000.0,216000.0
1729994700,1092000.0,640000.0,30589.3,93052.0,136345.0,448000.0,272000.0
1729995000,1098000.0,643000.0,32996.9,94650.9,141403.0,450000.0,272000.0
1729995300,1095000.0,650000.0,34968.9,93159.0,140612.0,440000.0,261000.0
1729995600,1090000.0,656000.0,36912.2,83888.6,134280.0,429000.0,252000.0
1729995900,1095000.0,658000.0,37533.9,89595.2,139316.0,433000.0,255000.0
1729996200,1086000.0,655000.0,36475.9,82666.2,131269.0,427000.0,249000.0
1729996500,1087000.0,651000.0,35349.2,82127.4,131142.0,431000.0,305000.0
1729996800,1092000.0,652000.0,34966.6,85500.0,134666.0,434000.0,303000.0
1729997100,1086000.0,648000.0,35133.5,82888.6,130590.0,433000.0,302000.0
1729997400,1083000.0,642000.0,35656.8,76345.0,127406.0,436000.0,307000.0
1729997700,1077000.0,638000.0,36367.4,71163.8,119801.0,434000.0,303000.0
1729998000,1084000.0,639000.0,38365.9,74888.8,127414.0,440000.0,310000.0
1729998300,1091000.0,649000.0,41205.0,79515.2,132783.0,437000.0,310000.0
1729998600,1098000.0,656000.0,44421.7,82398.6,140195.0,437000.0,307000.0
1729998900,1093000.0,658000.0,44785.1,75483.0,135045.0,430000.0,300000.0
1729999200,1085000.0,653000.0,41993.2,73351.5,127425.0,428000.0,297000.0
1729999500,1102000.0,659000.0,40285.1,90946.5,145631.0,438000.0,311000.0
1729999800,1106000.0,660000.0,39778.8,93709.4,147063.0,442000.0,312000.0
1730000100,1114000.0,665000.0,39967.3,104382.0,156417.0,445000.0,316000.0
1730000400,1106000.0,666000.0,38688.1,94145.8,147536.0,435000.0,304000.0
1730000700,1102000.0,667000.0,36936.8,93938.4,143528.0,430000.0,304000.0
1730001000,1096000.0,665000.0,33473.8,89191.4,137357.0,426000.0,298000.0
1730001300,1084000.0,661000.0,31182.2,84306.7,127276.0,419000.0,289000.0
1730001600,1082000.0,662000.0,29548.8,84564.6,125977.0,415000.0,287000.0
1730001900,1082000.0,662000.0,28728.5,81537.7,124086.0,417000.0,288000.0
1730002200,1074000.0,660000.0,27961.8,73972.7,115286.0,410000.0,279000.0
1730002500,1079000.0,652000.0,27222.1,79467.6,118816.0,422000.0,293000.0
1730002800,1083000.0,640000.0,26125.8,82830.1,123593.0,438000.0,305000.0
1730003100,1083000.0,640000.0,27202.3,82352.8,121792.0,438000.0,309000.0
1730003400,1083000.0,638000.0,31458.6,78668.7,123052.0,439000.0,308000.0
1730003700,1082000.0,647000.0,35201.5,73722.6,121732.0,430000.0,299000.0
1730004000,1086000.0,648000.0,38229.9,75818.8,126817.0,433000.0,306000.0
1730004300,1088000.0,635000.0,38731.9,73437.2,127110.0,449000.0,322000.0
1730004600,1074000.0,634000.0,36445.6,65988.7,114365.0,435000.0,307000.0
1730004900,1086000.0,646000.0,38536.0,71929.9,125601.0,435000.0,307000.0
1730005200,1089000.0,658000.0,43737.7,73421.4,128984.0,426000.0,296000.0
1730005500,1088000.0,667000.0,45803.5,70441.1,128179.0,416000.0,289000.0
1730005800,1080000.0,665000.0,41460.7,63558.0,118908.0,409000.0,281000.0
1730006100,1077000.0,668000.0,38401.7,64235.8,114989.0,404000.0,275000.0
1730006400,1074000.0,670000.0,35783.8,64685.0,112353.0,399000.0,273000.0
1730006700,1075000.0,666000.0,32988.2,65862.4,112571.0,404000.0,279000.0
1730007000,1073000.0,654000.0,29421.8,70122.9,111459.0,414000.0,282000.0
1730007300,1070000.0,653000.0,28140.0,67960.5,108579.0,413000.0,281000.0
1730007600,1077000.0,653000.0,28536.4,75043.3,115543.0,419000.0,292000.0
1730007900,1083000.0,643000.0,29174.2,81601.6,123267.0,435000.0,305000.0
1730008200,1090000.0,645000.0,29675.9,83521.1,127374.0,440000.0,312000.0
1730008500,1094000.0,646000.0,31204.8,89466.0,132551.0,443000.0,312000.0
1730008800,1093000.0,654000.0,33282.4,82006.4,129923.0,434000.0,305000.0
1730009100,1098000.0,658000.0,34471.7,86733.8,133152.0,435000.0,306000.0
1730009400,1094000.0,656000.0,32585.4,86444.3,132436.0,434000.0,307000.0
1730009700,1097000.0,662000.0,31081.0,89332.4,133897.0,430000.0,305000.0
1730010000,1091000.0,656000.0,30082.4,85464.5,127524.0,430000.0,299000.0
1730010300,1093000.0,659000.0,28711.8,88145.0,131545.0,429000.0,300000.0
1730010600,1099000.0,661000.0,27700.4,94202.2,133856.0,433000.0,300000.0
1730010900,1090000.0,662000.0,25765.3,88688.2,126460.0,424000.0,293000.0
1730011200,1093000.0,661000.0,23424.0,90559.2,128694.0,427000.0,297000.0
1730011500,1075000.0,657000.0,22144.2,73396.7,109177.0,413000.0,282000.0
1730011800,1071000.0,655000.0,20816.1,73507.8,106852.0,411000.0,284000.0
1730012100,1074000.0,657000.0,20405.1,74963.9,110260.0,411000.0,284000.0
1730012400,1077000.0,659000.0,21096.0,80264.7,113992.0,414000.0,284000.0
1730012700,1079000.0,664000.0,21972.4,75552.7,110611.0,411000.0,333000.0
1730013000,1086000.0,667000.0,21208.4,84220.6,118978.0,414000.0,339000.0
1730013300,1088000.0,669000.0,20240.5,87097.3,119785.0,414000.0,337000.0
1730013600,1088000.0,669000.0,17417.9,87193.4,119422.0,414000.0,341000.0
1730013900,1088000.0,670000.0,15752.7,92733.0,120512.0,413000.0,339000.0
1730014200,1094000.0,674000.0,14940.1,96869.3,126283.0,415000.0,339000.0
1730014500,1095000.0,677000.0,13823.1,101283.0,127543.0,413000.0,337000.0
1730014800,1096000.0,677000.0,11696.0,106211.0,129957.0,414000.0,338000.0
1730015100,1096000.0,681000.0,9377.22,102825.0,126496.0,410000.0,333000.0
1730015400,1088000.0,681000.0,7777.86,98795.5,120059.0,402000.0,325000.0
1730015700,1097000.0,682000.0,6259.75,111608.0,129977.0,411000.0,334000.0
1730016000,1108000.0,681000.0,5199.46,122482.0,141263.0,422000.0,345000.0
1730016300,1111000.0,687000.0,4388.08,122882.0,140596.0,420000.0,344000.0
1730016600,1093000.0,686000.0,3711.89,105189.0,121315.0,402000.0,327000.0
1730016900,1097000.0,688000.0,3166.52,109989.0,126902.0,404000.0,328000.0
1730017200,1098000.0,690000.0,3249.12,110688.0,126451.0,404000.0,325000.0
1730017500,1100000.0,692000.0,2953.17,111262.0,129605.0,403000.0,328000.0
1730017800,1107000.0,696000.0,3164.8,121000.0,136383.0,406000.0,327000.0
1730018100,1101000.0,697000.0,3049.85,113249.0,130984.0,399000.0,321000.0
1730018400,1099000.0,706000.0,2174.74,113276.0,127999.0,391000.0,311000.0
1730018700,1106000.0,713000.0,1205.09,123049.0,137590.0,391000.0,310000.0
1730019000,1104000.0,714000.0,0.0,118628.0,132694.0,388000.0,310000.0
1730019300,1100000.0,716000.0,0.0,117672.0,130173.0,382000.0,304000.0
1730019600,1108000.0,717000.0,0.0,127259.0,139749.0,390000.0,314000.0
1730019900,1128000.0,727000.0,0.0,144598.0,158381.0,412000.0,319000.0
1730020200,1130000.0,726000.0,0.0,143686.0,157323.0,411000.0,322000.0
1730020500,1135000.0,726000.0,0.0,149828.0,163459.0,416000.0,326000.0
1730020800,1140000.0,720000.0,0.0,151726.0,166764.0,416000.0,338000.0
1730021100,1134000.0,717000.0,0.0,149653.0,162840.0,412000.0,338000.0
1730021400,1132000.0,716000.0,1023.17,145791.0,160356.0,411000.0,334000.0
1730021700,1119000.0,714000.0,0.0,135843.0,148779.0,400000.0,324000.0
1730022000,1117000.0,713000.0,0.0,131673.0,146475.0,399000.0,324000.0
1730022300,1110000.0,712000.0,1100.98,124412.0,138649.0,393000.0,315000.0
1730022600,1109000.0,715000.0,1007.18,125157.0,138146.0,389000.0,313000.0
1730022900,1110000.0,711000.0,0.0,125595.0,138675.0,394000.0,313000.0
1730023200,1117000.0,712000.0,0.0,132919.0,145013.0,401000.0,324000.0
1730023500,1132000.0,710000.0,0.0,150458.0,163596.0,418000.0,340000.0
1730023800,1140000.0,719000.0,0.0,156027.0,169287.0,428000.0,337000.0
1730024100,1137000.0,718000.0,0.0,153210.0,165875.0,425000.0,338000.0
1730024400,1139000.0,719000.0,1060.7,153342.0,168801.0,427000.0,337000.0
1730024700,1139000.0,717000.0,1010.63,154818.0,167943.0,428000.0,340000.0
1730025000,1142000.0,716000.0,0.0,157606.0,170184.0,433000.0,343000.0
1730025300,1144000.0,719000.0,0.0,160670.0,173286.0,431000.0,347000.0
1730025600,1149000.0,714000.0,0.0,165327.0,178142.0,441000.0,354000.0
1730025900,1153000.0,708000.0,0.0,168612.0,182762.0,451000.0,365000.0
1730026200,1150000.0,707000.0,0.0,166531.0,178800.0,449000.0,366000.0
1730026500,1154000.0,708000.0,0.0,171741.0,183983.0,452000.0,366000.0
1730026800,1156000.0,701000.0,0.0,171551.0,185667.0,450000.0,378000.0
1730027100,1141000.0,695000.0,0.0,155205.0,167630.0,442000.0,366000.0
1730027400,1151000.0,694000.0,0.0,162755.0,177039.0,452000.0,375000.0
1730027700,1158000.0,694000.0,0.0,171107.0,183730.0,459000.0,381000.0
1730028000,1148000.0,699000.0,0.0,159588.0,171863.0,444000.0,253000.0
1730028300,1124000.0,691000.0,0.0,140459.0,152681.0,428000.0,237000.0
1730028600,1121000.0,682000.0,0.0,135094.0,147303.0,434000.0,241000.0
1730028900,1128000.0,678000.0,0.0,141214.0,154802.0,445000.0,250000.0
1730029200,1127000.0,677000.0,0.0,142003.0,154199.0,446000.0,252000.0
1730029500,1123000.0,680000.0,0.0,133821.0,145974.0,438000.0,240000.0
1730029800,1117000.0,676000.0,0.0,129067.0,141184.0,436000.0,243000.0
1730030100,1111000.0,674000.0,0.0,126245.0,138364.0,432000.0,239000.0
1730030400,1114000.0,675000.0,0.0,126638.0,139247.0,434000.0,239000.0
1730030700,1102000.0,674000.0,0.0,115515.0,127593.0,424000.0,229000.0
1730031000,1093000.0,675000.0,0.0,103582.0,115722.0,413000.0,216000.0
1730031300,1084000.0,670000.0,0.0,99274.0,111364.0,409000.0,214000.0
1730031600,1090000.0,668000.0,0.0,100794.0,114191.0,417000.0,218000.0
1730031900,1077000.0,664000.0,0.0,89580.9,102728.0,409000.0,214000.0
1730032200,1066000.0,656000.0,0.0,78519.6,90622.2,405000.0,207000.0
1730032500,1066000.0,654000.0,0.0,77759.3,90192.3,407000.0,210000.0
1730032800,1063000.0,649000.0,0.0,74567.6,87043.0,409000.0,208000.0
1730033100,1061000.0,649000.0,0.0,73784.9,86742.2,407000.0,211000.0
1730033400,1058000.0,649000.0,0.0,72217.8,84254.6,405000.0,208000.0
1730033700,1064000.0,645000.0,0.0,76353.6,88449.5,415000.0,219000.0
1730034000,1063000.0,643000.0,0.0,75793.7,87889.9,415000.0,220000.0
1730034300,1064000.0,646000.0,0.0,77984.3,90128.0,414000.0,222000.0
1730034600,1072000.0,645000.0,0.0,87324.0,99429.7,422000.0,231000.0
1730034900,1065000.0,643000.0,0.0,79297.8,91349.8,417000.0,224000.0
1730035200,1063000.0,638000.0,0.0,77899.1,89924.4,420000.0,226000.0
1730035500,1071000.0,638000.0,0.0,86550.7,98635.1,429000.0,237000.0
1730035800,1070000.0,638000.0,0.0,83676.0,95786.2,428000.0,235000.0
1730036100,1074000.0,633000.0,0.0,89446.9,101574.0,436000.0,241000.0
1730036400,1074000.0,632000.0,0.0,87538.3,101449.0,437000.0,244000.0
1730036700,1070000.0,627000.0,0.0,82918.9,95047.3,438000.0,246000.0
1730037000,1058000.0,624000.0,0.0,72865.4,84981.5,429000.0,235000.0
1730037300,1055000.0,620000.0,0.0,69550.7,81667.9,430000.0,234000.0
1730037600,1054000.0,623000.0,0.0,69767.8,81833.0,427000.0,233000.0
1730037900,1052000.0,626000.0,0.0,63407.8,75115.0,421000.0,225000.0
1730038200,1046000.0,624000.0,0.0,59447.1,69594.6,417000.0,225000.0
1730038500,1041000.0,618000.0,0.0,54857.6,64987.6,418000.0,221000.0
1730038800,1043000.0,615000.0,0.0,53333.0,67155.3,423000.0,228000.0
1730039100,1043000.0,613000.0,0.0,55972.5,66511.5,425000.0,230000.0
1730039400,1046000.0,606000.0,0.0,56993.1,70568.2,435000.0,240000.0
1730039700,1049000.0,603000.0,0.0,60412.0,72431.5,441000.0,246000.0
1730040000,1051000.0,599000.0,0.0,62896.8,74940.2,447000.0,254000.0
1730040300,1048000.0,595000.0,0.0,61657.8,71885.0,448000.0,253000.0
1730040600,1050000.0,590000.0,0.0,63378.4,73675.6,455000.0,259000.0
1730041200,1060000.0,586000.0,0.0,72630.0,84258.8,469000.0,277000.0
1730041500,1049000.0,582000.0,0.0,69135.1,79540.4,463000.0,269000.0
1730041800,1045000.0,578000.0,0.0,64243.7,76048.5,462000.0,272000.0
1730042100,1042000.0,577000.0,0.0,59747.6,72556.5,461000.0,268000.0
1730042400,1021000.0,566000.0,0.0,41872.8,52159.5,451000.0,259000.0
1730042700,1027000.0,564000.0,0.0,45402.7,58664.8,458000.0,269000.0
1730043000,1029000.0,563000.0,0.0,48363.5,59892.5,461000.0,276000.0
1730043300,1028000.0,561000.0,0.0,49150.3,59627.6,463000.0,223000.0
1730043600,1030000.0,556000.0,0.0,47547.4,61711.9,470000.0,224000.0
1730043900,1028000.0,552000.0,0.0,48872.8,59450.2,471000.0,223000.0
1730044200,1032000.0,548000.0,0.0,50536.1,63627.1,479000.0,232000.0
1730044500,1037000.0,545000.0,0.0,55239.4,66669.3,487000.0,239000.0
1730044800,1041000.0,541000.0,0.0,60449.5,71602.5,495000.0,251000.0
1730045100,1046000.0,542000.0,0.0,62749.8,76246.5,499000.0,256000.0
1730045400,1046000.0,537000.0,0.0,65384.0,75974.1,504000.0,258000.0
1730045700,1045000.0,534000.0,0.0,63474.6,76484.4,506000.0,258000.0
1730046000,1047000.0,533000.0,0.0,66290.3,79030.3,510000.0,264000.0
1730046300,1037000.0,529000.0,0.0,57480.9,68015.4,503000.0,257000.0
1730046600,1036000.0,526000.0,0.0,58638.3,69744.5,505000.0,261000.0
1730046900,1045000.0,532000.0,0.0,61698.3,75775.0,508000.0,261000.0
1730047200,1040000.0,529000.0,0.0,61311.5,71853.7,506000.0,262000.0
1730047500,1046000.0,529000.0,0.0,63088.5,77454.4,512000.0,266000.0
1730047800,1054000.0,524000.0,0.0,72906.5,85615.4,525000.0,279000.0
1730048100,1057000.0,524000.0,0.0,74872.5,88253.8,528000.0,282000.0
1730048400,1055000.0,528000.0,0.0,72080.2,86159.0,522000.0,279000.0
1730048700,1048000.0,523000.0,0.0,67641.4,78651.9,520000.0,275000.0
1730049000,1053000.0,523000.0,0.0,70268.9,83540.3,525000.0,280000.0
1730049300,1062000.0,520000.0,0.0,79115.6,93034.2,537000.0,295000.0
1730049600,1067000.0,517000.0,0.0,87575.0,98276.9,545000.0,298000.0
1730049900,1069000.0,518000.0,0.0,85322.0,99318.8,546000.0,303000.0
1730050200,1068000.0,515000.0,0.0,89048.4,99317.9,548000.0,302000.0
1730050500,1075000.0,519000.0,0.0,92480.4,106689.0,552000.0,307000.0
1730050800,1071000.0,514000.0,0.0,90020.6,103150.0,552000.0,309000.0
1730051100,1073000.0,511000.0,0.0,93529.2,103884.0,557000.0,310000.0
1730051400,1074000.0,513000.0,0.0,90947.4,105225.0,557000.0,311000.0
1730051700,1066000.0,508000.0,0.0,85899.9,97735.4,554000.0,308000.0
1730052000,1060000.0,510000.0,0.0,80589.3,92577.0,545000.0,300000.0
